run_id	sample_id	DNA_kit	replicate	matrix_type	taxonomy_method	Method	Trimm	Paired	taxon	ngs_relative_abundance	expected_abundance
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Penicillium_chrysogenum	0.13108405538684423	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Saccharomyces_cerevisiae	0.043344106093110076	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Trichophyton_interdigitale	0.004826846460312595	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Aspergillus_fumigatus	0.03191344938856922	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Candida_albicans	0.2892574066145219	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Cryptococcus_neoformans	0.13698973464635178	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Cutaneotrichosporon_dermatis	0.25959961987907143	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Fusarium_keratoplasticum	0.0014828893367725227	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Malassezia_globosa	5.221441326663812e-5	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Nakaseomyces_glabratus	0.09294165561461586	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Penicillium_chrysogenum	0.13879635334537746	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Saccharomyces_cerevisiae	0.04483129523073549	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Trichophyton_interdigitale	0.004135381530717739	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Aspergillus_fumigatus	0.02909297830446014	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Candida_albicans	0.30561627255812274	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Cryptococcus_neoformans	0.1450945679859819	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Cutaneotrichosporon_dermatis	0.22561735643188757	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Fusarium_keratoplasticum	0.001418068175659808	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Malassezia_globosa	0	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Nakaseomyces_glabratus	0.10994092887981646	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Penicillium_chrysogenum	0.1132106147370703	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Saccharomyces_cerevisiae	0.06636920353342847	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Trichophyton_interdigitale	0.0036400093935726285	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Aspergillus_fumigatus	0.03379622264142367	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Candida_albicans	0.2845140419858027	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Cryptococcus_neoformans	0.15984454192140732	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Cutaneotrichosporon_dermatis	0.2160049092024819	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Fusarium_keratoplasticum	0.0021439881209421425	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Malassezia_globosa	3.030371902391721e-5	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Nakaseomyces_glabratus	0.11660871080403343	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Penicillium_chrysogenum	0.13473033478033591	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Saccharomyces_cerevisiae	0.04697076448707167	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Trichophyton_interdigitale	0.0053561823374773665	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Aspergillus_fumigatus	0.03450649205699617	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Candida_albicans	0.29817887570222107	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Cryptococcus_neoformans	0.14742921983704751	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Cutaneotrichosporon_dermatis	0.207038952341977	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Fusarium_keratoplasticum	0.0018787901335615164	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Malassezia_globosa	1.2091223631831542e-4	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Nakaseomyces_glabratus	0.10404032888128278	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Penicillium_chrysogenum	0.14699207559805053	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Saccharomyces_cerevisiae	0.05466163175713382	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Trichophyton_interdigitale	0.0051527214554112875	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Aspergillus_fumigatus	0.03384740633784427	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Candida_albicans	0.2989201394755841	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Cryptococcus_neoformans	0.14692554645857975	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Cutaneotrichosporon_dermatis	0.20058831661572019	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Fusarium_keratoplasticum	0.0021812260948372527	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Malassezia_globosa	0	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Nakaseomyces_glabratus	0.11376169336876546	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Penicillium_chrysogenum	0.141003978433511	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Saccharomyces_cerevisiae	0.057733368151026865	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Trichophyton_interdigitale	0.0050383250641311194	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Aspergillus_fumigatus	0.03377818762434147	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Candida_albicans	0.3028595336287644	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Cryptococcus_neoformans	0.15592100207484824	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Cutaneotrichosporon_dermatis	0.21383744460667536	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Fusarium_keratoplasticum	0.0023566177412331257	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Malassezia_globosa	1.7076940153863232e-5	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Nakaseomyces_glabratus	0.11033411033411034	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Penicillium_chrysogenum	0.13476267322421168	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Saccharomyces_cerevisiae	0.03980634749865519	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Trichophyton_interdigitale	0.006327006327006327	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Aspergillus_fumigatus	0.029031738359916223	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Candida_albicans	0.3023441275978734	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Cryptococcus_neoformans	0.15111164813919767	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Cutaneotrichosporon_dermatis	0.2218060254551313	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Fusarium_keratoplasticum	0.0016433059449009182	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Malassezia_globosa	4.833252779120348e-5	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Nakaseomyces_glabratus	0.10173191557918479	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Penicillium_chrysogenum	0.13396165619461897	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Saccharomyces_cerevisiae	0.054494925084581924	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Trichophyton_interdigitale	0.0038263251168036087	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Aspergillus_fumigatus	0.030839293355339567	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Candida_albicans	0.2992389510361269	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Cryptococcus_neoformans	0.1468457729690079	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Cutaneotrichosporon_dermatis	0.21453786906290115	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Fusarium_keratoplasticum	0.0019943150559325142	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Malassezia_globosa	0	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Nakaseomyces_glabratus	0.11523473317439942	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Penicillium_chrysogenum	0.12331132709823339	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Saccharomyces_cerevisiae	0.063061617458279845	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Trichophyton_interdigitale	0.004936120789779327	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Aspergillus_fumigatus	0.03539235802733797	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Candida_albicans	0.2805561510427832	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Cryptococcus_neoformans	0.14713298420767873	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Cutaneotrichosporon_dermatis	0.24138670260006737	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Fusarium_keratoplasticum	0.002215212486856746	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Malassezia_globosa	0	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Nakaseomyces_glabratus	0.11133229208138098	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Penicillium_chrysogenum	0.13370900070437633	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Saccharomyces_cerevisiae	0.04201757878296022	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Trichophyton_interdigitale	0.006257720066558458	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Aspergillus_fumigatus	0.02651091575343644	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Candida_albicans	0.31340857088788343	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Cryptococcus_neoformans	0.14786587988370292	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Cutaneotrichosporon_dermatis	0.2287061090371084	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Fusarium_keratoplasticum	0.002038639530682815	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Malassezia_globosa	3.4407418239372407e-5	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Nakaseomyces_glabratus	0.09556660415985686	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Penicillium_chrysogenum	0.12661069726633062	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Saccharomyces_cerevisiae	0.05614430471209593	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Trichophyton_interdigitale	0.003113871350663203	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Aspergillus_fumigatus	0.03479044823042604	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Candida_albicans	0.28880695346633073	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Cryptococcus_neoformans	0.14221318107214684	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Cutaneotrichosporon_dermatis	0.22990591553202802	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Fusarium_keratoplasticum	0.0019302341709239695	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Malassezia_globosa	0	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Nakaseomyces_glabratus	0.10571210615132111	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Penicillium_chrysogenum	0.13151020596870017	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Saccharomyces_cerevisiae	0.06050764002866456	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Trichophyton_interdigitale	0.00462331537945861	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Aspergillus_fumigatus	0.03159251615018367	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Candida_albicans	0.2891236802300889	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Cryptococcus_neoformans	0.16471324575848117	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Cutaneotrichosporon_dermatis	0.2229507708126877	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Fusarium_keratoplasticum	0.001691391784455588	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Malassezia_globosa	0	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Nakaseomyces_glabratus	0.11567778613952864	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Penicillium_chrysogenum	0.1264967327079406	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Saccharomyces_cerevisiae	0.042933037277678845	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Trichophyton_interdigitale	0.004820839138954914	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Aspergillus_fumigatus	0.031603257566549164	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Candida_albicans	0.2893687083549731	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Cryptococcus_neoformans	0.13923113473374807	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Cutaneotrichosporon_dermatis	0.26338994662806503	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Fusarium_keratoplasticum	0.0014696619777451185	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Malassezia_globosa	5.525045029116987e-5	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Nakaseomyces_glabratus	0.0900913842447816	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Penicillium_chrysogenum	0.13548515420400675	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Saccharomyces_cerevisiae	0.044962816446954046	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Trichophyton_interdigitale	0.004342685392885952	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Aspergillus_fumigatus	0.028340349679523646	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Candida_albicans	0.3074012970758903	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Cryptococcus_neoformans	0.14802594151780635	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Cutaneotrichosporon_dermatis	0.22782265710926536	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Fusarium_keratoplasticum	0.0014886031782151933	0.1
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	CustomDB BLAST	Cutadapt_SE	Cutadapt	SE	Malassezia_globosa	0	0.1
