DNA_kit	taxon	n	mean_abundance	sd_abundance	se_abundance	expected_abundance	bias	relative_deviation_pct	measurement
Zymo	Cryptococcus_neoformans	4	0.2565487117310369	0.01621195896936413	0.008105979484682065	0.1	0.15654871173103688	156.54871173103686	qPCR ITS2
Zymo	Trichophyton_interdigitale	4	0.012875284239772525	0.0021352565282213554	0.0010676282641106777	0.1	-0.08712471576022748	-87.12471576022747	qPCR ITS2
Zymo	Penicillium_chrysogenum	4	0.13534603605129017	0.030655390523029027	0.015327695261514514	0.1	0.035346036051290164	35.34603605129016	qPCR ITS2
Zymo	Fusarium_keratoplasticum	4	0.009345645594837419	0.00396033540511165	0.001980167702555825	0.1	-0.09065435440516259	-90.65435440516258	qPCR ITS2
Zymo	Candida_albicans	4	0.16714457848631792	0.030171873548877803	0.015085936774438901	0.1	0.06714457848631791	67.14457848631791	qPCR ITS2
Zymo	Nakaseomyces_glabratus	4	0.11653670306763492	0.02730963167952455	0.013654815839762274	0.1	0.01653670306763491	16.53670306763491	qPCR ITS2
Zymo	Malassezia_globosa	4	0.009345645594837419	0.00396033540511165	0.001980167702555825	0.1	-0.09065435440516259	-90.65435440516258	qPCR ITS2
Zymo	Saccharomyces_cerevisiae	4	0.04495706576028813	0.006944080621693184	0.003472040310846592	0.1	-0.05504293423971188	-55.04293423971187	qPCR ITS2
Zymo	Cutaneotrichosporon_dermatis	4	0.10838194620000324	0.02495903601579078	0.01247951800789539	0.1	0.008381946200003237	8.381946200003238	qPCR ITS2
DNeasy	Aspergillus_fumigatus	4	0.032308293303277856	0.002872709254941413	0.0014363546274707064	0.1	-0.06769170669672214	-67.69170669672214	NGS ITSx_PE
DNeasy	Cryptococcus_neoformans	4	0.14461958234448813	0.0034433734107646224	0.0017216867053823112	0.1	0.04461958234448812	44.61958234448812	NGS ITSx_PE
DNeasy	Trichophyton_interdigitale	4	0.004567050828240628	6.390707510285247e-4	3.1953537551426234e-4	0.1	-0.09543294917175937	-95.43294917175938	NGS ITSx_PE
DNeasy	Penicillium_chrysogenum	4	0.12797947034555665	0.012256542554120044	0.006128271277060022	0.1	0.027979470345556645	27.979470345556646	NGS ITSx_PE
DNeasy	Fusarium_keratoplasticum	4	0.0018561480429660267	3.252245996160737e-4	1.6261229980803684e-4	0.1	-0.09814385195703398	-98.14385195703397	NGS ITSx_PE
DNeasy	Candida_albicans	4	0.29780446809705713	0.007565204174287431	0.0037826020871437153	0.1	0.19780446809705712	197.8044680970571	NGS ITSx_PE
DNeasy	Nakaseomyces_glabratus	4	0.1120573983408904	0.0028939956925429474	0.0014469978462714737	0.1	0.012057398340890396	12.057398340890396	NGS ITSx_PE
DNeasy	Malassezia_globosa	4	0	0	0	0.1	-0.1	-100	NGS ITSx_PE
DNeasy	Saccharomyces_cerevisiae	4	0.06196749735870513	0.003655673475395109	0.0018278367376975545	0.1	-0.038032502641294874	-38.032502641294876	NGS ITSx_PE
DNeasy	Cutaneotrichosporon_dermatis	4	0.21684009133881801	0.012138715999269896	0.006069357999634948	0.1	0.11684009133881801	116.84009133881801	NGS ITSx_PE
QIAamp	Aspergillus_fumigatus	4	0.033769023307778326	0.0013404772879821066	6.702386439910533e-4	0.1	-0.06623097669222168	-66.23097669222167	NGS ITSx_PE
QIAamp	Cryptococcus_neoformans	4	0.15603367559707892	0.006346224500303011	0.0031731122501515055	0.1	0.05603367559707892	56.03367559707891	NGS ITSx_PE
