feature_id	taxonomy_method	Genus	Species	taxon_string	run_id	preprocess_method	read_strategy	Paired	Trimm
59e39ce5b0fa28367628aaac73e3ace5	CustomDB BLAST	Penicillium	Penicillium_chrysogenum	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__Penicillium_chrysogenum	fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	SE	Cutadapt
59e40ac1498d94cbe3008b752b9b8303	CustomDB BLAST	Nakaseomyces	Nakaseomyces_glabratus	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Nakaseomyces; s__Nakaseomyces_glabratus	fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	SE	Cutadapt
59f88c9bea61b29af23eed08c6f6a96e	CustomDB BLAST	Cryptococcus	Cryptococcus_neoformans	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Tremellaceae; g__Cryptococcus; s__Cryptococcus_neoformans	fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	SE	Cutadapt
5a06576196c23f808bdfe0399228553a	CustomDB BLAST	Cutaneotrichosporon	Cutaneotrichosporon_dermatis	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Trichosporonales; f__Trichosporonaceae; g__Cutaneotrichosporon; s__Cutaneotrichosporon_dermatis	fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	SE	Cutadapt
5aa08add5073423bc935416fc4122a79	CustomDB BLAST	Trichophyton	Trichophyton_interdigitale	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__Arthrodermataceae; g__Trichophyton; s__Trichophyton_interdigitale	fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	SE	Cutadapt
5aa8bf9dfef378818c857e66263bb473	CustomDB BLAST	Trichophyton	Trichophyton_interdigitale	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__Arthrodermataceae; g__Trichophyton; s__Trichophyton_interdigitale	fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	SE	Cutadapt
5cae4f6bc86eca0f1eedf3d66b889b17	CustomDB BLAST	Saccharomyces	Saccharomyces_cerevisiae	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Saccharomyces; s__Saccharomyces_cerevisiae	fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	SE	Cutadapt
5cf5a5092050bcd623fa6eb69cef27bc	CustomDB BLAST	Penicillium	Penicillium_chrysogenum	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__Penicillium_chrysogenum	fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	SE	Cutadapt
5d8ceac78519a012a4994ba03709767a	CustomDB BLAST	Malassezia	Malassezia_globosa	k__Fungi; p__Basidiomycota; c__Malasseziomycetes; o__Malasseziales; f__Malasseziaceae; g__Malassezia; s__Malassezia_globosa	fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	SE	Cutadapt
5e1d83eccf923b1343d8824231f1bbe1	CustomDB BLAST	Nakaseomyces	Nakaseomyces_glabratus	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Nakaseomyces; s__Nakaseomyces_glabratus	fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	SE	Cutadapt
5eb88a9a6282b223cd88dbc003040251	CustomDB BLAST	Cryptococcus	Cryptococcus_neoformans	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Tremellaceae; g__Cryptococcus; s__Cryptococcus_neoformans	fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	SE	Cutadapt
5f75d4aac0231ac26b212754cfe7bc3e	CustomDB BLAST	Candida	Candida_albicans	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Debaryomycetaceae; g__Candida; s__Candida_albicans	fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	SE	Cutadapt
615431307bb72c4d99dcb3c243d810db	CustomDB BLAST	Saccharomyces	Saccharomyces_cerevisiae	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Saccharomyces; s__Saccharomyces_cerevisiae	fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	SE	Cutadapt
