Method	DNA_kit	taxon	NGS_mean	NGS_sd	NGS_bias	NGS_relative_deviation_pct	qPCR_mean	qPCR_sd	qPCR_bias	qPCR_relative_deviation_pct	mean_difference_NGS_minus_qPCR	absolute_mean_difference
ITSx_PE	Zymo	Saccharomyces_cerevisiae	0.05253303919613679	0.005187742002880861	-0.047466960803863215	-47.46696080386321	0.04495706576028813	0.006944080621693184	-0.05504293423971188	-55.04293423971187	0.0075759734358486625	0.0075759734358486625
ITSx_PE	Zymo	Cutaneotrichosporon_dermatis	0.22928767667832203	0.02213694469393422	0.12928767667832203	129.28767667832201	0.10838194620000324	0.02495903601579078	0.008381946200003237	8.381946200003238	0.12090573047831879	0.12090573047831879
ITSx_SE	DNeasy	Aspergillus_fumigatus	0.03227212928384955	0.0028483099774930525	-0.06772787071615045	-67.72787071615045	0.09550867349707479	0.00770532095700339	-0.004491326502925219	-4.491326502925219	-0.06323654421322523	0.06323654421322523
ITSx_SE	DNeasy	Cryptococcus_neoformans	0.14462921901786185	0.003468336328952623	0.04462921901786185	44.62921901786185	0.3241001327460241	0.016998246748797487	0.2241001327460241	224.1001327460241	-0.17947091372816226	0.17947091372816226
ITSx_SE	DNeasy	Trichophyton_interdigitale	0.004720654337017174	6.596440342806284e-4	-0.09527934566298284	-95.27934566298283	0.00614977349867599	9.746523990519053e-4	-0.09385022650132402	-93.85022650132402	-0.001429119161658816	0.001429119161658816
ITSx_SE	DNeasy	Penicillium_chrysogenum	0.12807152429398838	0.012368608873715407	0.028071524293988376	28.071524293988375	0.07206717119550163	0.013681361658341816	-0.027932828804498377	-27.932828804498378	0.05600435309848675	0.05600435309848675
ITSx_SE	DNeasy	Fusarium_keratoplasticum	0.0018516114791214443	3.229890998055552e-4	-0.09814838852087857	-98.14838852087856	8.381682832291374e-4	1.3309425085592525e-4	-0.09916183171677087	-99.16183171677086	0.0010134431958923069	0.0010134431958923069
ITSx_SE	DNeasy	Candida_albicans	0.2978371243995662	0.007502253421049705	0.19783712439956622	197.8371243995662	0.36542770883619624	0.02244045958098073	0.26542770883619626	265.42770883619625	-0.06759058443663002	0.06759058443663002
ITSx_SE	DNeasy	Nakaseomyces_glabratus	0.11199945620065677	0.0028459090278233562	0.01199945620065676	11.999456200656761	0.06574358012552015	0.0075336347494921125	-0.03425641987447986	-34.25641987447986	0.04625587607513662	0.04625587607513662
ITSx_SE	DNeasy	Malassezia_globosa	3.8128646051778703e-6	7.625729210355741e-6	-0.09999618713539483	-99.99618713539483	0.001292170178546565	0.00061702973063509285	-0.09870782982145344	-98.70782982145344	-0.0012883573139413872	0.0012883573139413872
ITSx_SE	DNeasy	Saccharomyces_cerevisiae	0.06189918889763178	0.0036827275120438485	-0.03810081110236822	-38.10081110236822	0.025012665295906848	0.00731181717440097	-0.07498733470409316	-74.98733470409316	0.03688652360172494	0.03688652360172494
ITSx_SE	DNeasy	Cutaneotrichosporon_dermatis	0.2167152792257017	0.011884861578500484	0.11671527922570168	116.71527922570168	0.04385995634332456	0.005618402681530939	-0.056140043656675444	-56.140043656675445	0.17285532288237712	0.17285532288237712
ITSx_SE	QIAamp	Aspergillus_fumigatus	0.03384130803672303	0.0013557222746855635	-0.06615869196327698	-66.158691963276965	0.0843784856156913	0.012283848275235133	-0.015621514384308699	-15.6215143843087	-0.05053717757896828	0.05053717757896828
ITSx_SE	QIAamp	Cryptococcus_neoformans	0.15610609053529484	0.006381708142264697	0.056106090535294834	56.106090535294825	0.1375383356292926	0.01282836579582385	0.037538335629292596	37.5383356292926	0.018567754906002237	0.018567754906002237
ITSx_SE	QIAamp	Trichophyton_interdigitale	0.00589286984488141	7.469967780134192e-4	-0.0941071301551186	-94.1071301551186	0.008676233590709294	0.0036027747645069295	-0.09132376640929071	-91.32376640929071	-0.0027833637458278843	0.0027833637458278843
ITSx_SE	QIAamp	Penicillium_chrysogenum	0.1336998369280057	0.001682280408188008	0.03369983692800568	33.69983692800568	0.08259872516887491	0.03655705122216194	-0.017401274831125094	-17.401274831125093	0.05110111175913078	0.05110111175913078
ITSx_SE	QIAamp	Fusarium_keratoplasticum	0.0020969623878788197	3.007397323277516e-4	-0.09790303761212119	-97.90303761212118	0.0015760705582331326	3.6504767363597704e-4	-0.09842392944176687	-98.42392944176687	5.208918296456871e-4	5.208918296456871e-4
ITSx_SE	QIAamp	Candida_albicans	0.2889420135776909	0.009718016349635176	0.1889420135776909	188.94201357769086	0.4848567294285593	0.09623880294999251	0.3848567294285593	384.8567294285593	-0.1959147158508684	0.1959147158508684
ITSx_SE	QIAamp	Nakaseomyces_glabratus	0.11394975803822244	0.003788678917084576	0.013949758038222432	13.949758038222432	0.09911148672916134	0.03477870137031977	-8.885132708386645e-4	-0.8885132708386645	0.014838271309061096	0.014838271309061096
ITSx_SE	QIAamp	Malassezia_globosa	1.1818198469714971e-5	1.4672364423010212e-5	-0.0999881818015303	-99.9881818015303	0.00538716798162973	0.002142118450704732	-0.09461283201837027	-94.61283201837027	-0.005375349783160015	0.005375349783160015
