DNA_kit	mean_abs_NGS_minus_qPCR_pct_point	median_abs_NGS_minus_qPCR_pct_point	mean_abs_relative_deviation_from_qPCR_pct
QIAamp	5.24757525141273	5.24757525141273	87.06423700947661
Zymo	5.632244167284973	5.632244167284973	60.356054857205336
DNeasy	6.260310377072355	6.260310377072355	111.15345979232224
