feature_id	taxonomy_method	Genus	Species	taxon_string	run_id	preprocess_method	read_strategy	Paired	Trimm	Genus_original	Species_original
c112e1a48e0a652986fa8042932e4aba	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
3dd71b10d0b8f04b121398f33b1ed917	UNITE+BLAST	Fungi_k	Fungi_k	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fungi_k	Fungi_k
9ae2a0b56a08c0ec069c9b2e5a987df1	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
93fea7c2c9ed7a874c452b6159d40d2a	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
31560b5d879415f9d225ce0802e2fd05	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
cba7e2526abc568cdf9b74db64253fcd	UNITE+BLAST	Rhodotorula	Rhodotorula_mucilaginosa	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Rhodotorula	Rhodotorula_mucilaginosa
763363ca587175a2a01b16bee819a51f	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
42d8b80b62a028d308d496be03ddc17e	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
fb7034b7e4ae776739fa3661b5089842	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
fa80b39ca2cea9ec824ab8329503c0b6	UNITE+BLAST	Candida	Candida_albicans	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Candida	Candida_albicans
05a29d43e7926471622da8fb7de61e0d	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
cceb7ee36727c84880c1b84ccd4f3adc	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
30145686d304e71fdb7d7fa50e09e432	UNITE+BLAST	Lecanorales_o	Lecanorales_o	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Lecanorales_o	Lecanorales_o
85306328b28868171608c7a174ef9714	UNITE+BLAST	Fungi_k	Fungi_k	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fungi_k	Fungi_k
06dcdeaf8b7e48026a27971278d6783a	UNITE+BLAST	Fungi_k	Fungi_k	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fungi_k	Fungi_k
59518884a6394f163c1fd8bf32724986	UNITE+BLAST	Kazachstania	Kazachstania_servazzii	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Kazachstania	Kazachstania_servazzii
5c9f8d6b7494f52bdd0e37a9fba40be7	UNITE+BLAST	Helotiales_o	Helotiales_o	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Helotiales_o	Helotiales_o
55e72fb625f146ef1f9405078ed9eb83	UNITE+BLAST	Aspergillus	Unclassified	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Aspergillus	Unclassified
7df5ea44dd745fc344db1c2cf3dad914	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
8fe099ea85b1426f980cfbc7217317c0	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
e3064899818d6e27aec934443a9804d2	UNITE+BLAST	Asterostroma	Unclassified	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Asterostroma	Unclassified
3b6a50bec08bd3931952ed31f36ea1fa	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
70cbce5d61cb2030b63c82c666f54081	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
71859ab7f1603ff9b3d59324e492f605	UNITE+BLAST	Cutaneotrichosporon	Cutaneotrichosporon_debeurmannianum	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Cutaneotrichosporon	Cutaneotrichosporon_debeurmannianum
6d1824cabce6d9f8ada12085fc62e3b5	UNITE+BLAST	Trechispora	Unclassified	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Trechispora	Unclassified
a0f3d0f291fd91622c1c6201dbd2ee9b	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
505e8cc5528f6813a8ba55549fb87686	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
95cba38e7659470f90eca3c6934caa1e	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
bfa5eb72b6b527fd3f42d358351f70df	UNITE+BLAST	Lecanorales_o	Lecanorales_o	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Lecanorales_o	Lecanorales_o
12f2f6a9a7cbb3ff7cd71234932b8205	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
c0447e340233bf2670ca6ce846b113ed	UNITE+BLAST	Cryptococcus	Cryptococcus_neoformans	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Cryptococcus	Cryptococcus_neoformans
735b4ee401f3ba5f9cba26f586875eb9	UNITE+BLAST	Fungi_k	Fungi_k	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fungi_k	Fungi_k
ab31fbe2d352b712591004902b64d498	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
71945500e145bbbd3a73efe58b4df3e6	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
0a830187c3805daf0287eb3179767638	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
03adce78e88ff12a6e2bd982b4276941	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
205ab5dacfd29a76e5283f8a2f1b2919	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
2c484be9b08b9337d6451a774a820cc7	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
02c332c3221a7fc18460f12ac0111d82	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
727da6234c9362043da2e1abc6d319f7	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
b4669d24d11cdccd9bd463a852d555bc	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
1154f8dee7969c131cbd0a8fcadd4c40	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
ddc938d077e73fa80d60433ea0f065b1	UNITE+BLAST	Aspergillus	Aspergillus_fumigatus	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Aspergillus	Aspergillus_fumigatus
af9cef9bdf2ea4966fe74e7f66f4166d	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
d934a39e0d71a2b5050db4496921bb9c	UNITE+BLAST	Fungi_k	Fungi_k	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fungi_k	Fungi_k
2fbdf5a89725b2d9f30df08f41b4ad46	UNITE+BLAST	Fungi_k	Fungi_k	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fungi_k	Fungi_k
8a04f1876109a8ff5839566f4fd606d6	UNITE+BLAST	Fungi_k	Fungi_k	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fungi_k	Fungi_k
dce6cdf241c1820d8fd691f257ee721f	UNITE+BLAST	Nigrospora	Unclassified	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Nigrospora	Unclassified
32743da7dde0b6ffb4f006884c7a7b8d	UNITE+BLAST	Lecanoromycetes_c	Lecanoromycetes_c	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Lecanoromycetes_c	Lecanoromycetes_c
f3a42145228ac47bb4d37a0cdda6b1ee	UNITE+BLAST	Fungi_k	Fungi_k	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fungi_k	Fungi_k
808efb1db93ed5c7b0852325f2fc07b1	UNITE+BLAST	Komagataella	Komagataella_phaffii	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Komagataella	Komagataella_phaffii
ec8817a9df86a0eeb249c443053142e7	UNITE+BLAST	Irpex	Irpex_hydnoides	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Irpex	Irpex_hydnoides
4cec1c35ec0504a1e410d8aed292dd5e	UNITE+BLAST	Fungi_k	Fungi_k	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fungi_k	Fungi_k
f6a521a0d8aa769735adaf5767c25c2a	UNITE+BLAST	Cutaneotrichosporon	Cutaneotrichosporon_mucoides	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Cutaneotrichosporon	Cutaneotrichosporon_mucoides
87d1bd5b2855b9f226ac0eb2cb071be7	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
d6c8b47cc1bb5f8553022804cd24cea0	UNITE+BLAST	Debaryomyces	Debaryomyces_delbrueckii	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Debaryomyces	Debaryomyces_delbrueckii
1b69e545bedbbe7f5b89775d7ef84275	UNITE+BLAST	Fungi_k	Fungi_k	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fungi_k	Fungi_k
a2b8668ae960ed60cbfefdcafa35d5ef	UNITE+BLAST	Pichia	Pichia_kudriavzevii	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Pichia	Pichia_kudriavzevii
9b465a6e0841bfbf5ea5022c737fb636	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
68cf4b4b59982cc3e29ba6ce3db880c2	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
1456ffbc28c1989ce1c63e81bb9f63af	UNITE+BLAST	Mycosphaerella	Unclassified	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Mycosphaerella	Unclassified
b82f9d330ad2b2c5e255d8af52e82b94	UNITE+BLAST	Fungi_k	Fungi_k	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fungi_k	Fungi_k
e6fd0ca5e1ff2bc07426d361bf4a7867	UNITE+BLAST	Fungi_k	Fungi_k	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fungi_k	Fungi_k
dca378344034475d8837d2a486ffe7cb	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
55f94a753a4f27fc03739231cebbf40d	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
c41d0d22037e23e4eb1db6f53cd44bea	UNITE+BLAST	Cryptococcus	Cryptococcus_neoformans	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Cryptococcus	Cryptococcus_neoformans
d95e3787c47d17378fa4ae962ec047c9	UNITE+BLAST	Candida	Candida_albicans	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Candida	Candida_albicans
080d5100561ec2c06ed6b12f04e6765e	UNITE+BLAST	Fungi_k	Fungi_k	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fungi_k	Fungi_k
a2855c3e3e9ee30212331bfb461fa15d	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
b191d950a9a65d52c43bd7aaa1c286ee	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
cc08f8f31d340f9fcaa25592bf1a9325	UNITE+BLAST	Malassezia	Malassezia_globosa	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Malassezia	Malassezia_globosa
73893c73559817285246302cf5b1f21a	UNITE+BLAST	Penicillium	Unclassified	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Penicillium	Unclassified
c243cd7ae36977e7b4c08f2dcbe765de	UNITE+BLAST	Fungi_k	Fungi_k	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fungi_k	Fungi_k
cb10a86d6b17ba0f9f4c0db650f1d52c	UNITE+BLAST	Didymellaceae_f	Didymellaceae_f	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Didymellaceae_f	Didymellaceae_f
bb9df888d0edd2d01f6b8ac2ba9dde38	UNITE+BLAST	Fungi_k	Fungi_k	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fungi_k	Fungi_k
4539f96340bbdd30f7074996b09675d4	UNITE+BLAST	Lecanoromycetes_c	Lecanoromycetes_c	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Lecanoromycetes_c	Lecanoromycetes_c
42bb6f630f2bd79922ca08b338b1340b	UNITE+BLAST	Fungi_k	Fungi_k	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fungi_k	Fungi_k
86c1a1016f87627c316841d03b0347aa	UNITE+BLAST	Saccharomyces	Saccharomyces_kudriavzevii	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Saccharomyces	Saccharomyces_kudriavzevii
0da6aca562aa296a74110c76cfb20e95	UNITE+BLAST	Gnomoniaceae_f	Gnomoniaceae_f	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Gnomoniaceae_f	Gnomoniaceae_f
6a85b597c165c35ce6800d5abf5bbf07	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
eb280d3c9f9b72b9a987c894583394c9	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
6b4f5c8380f7afe17131a564daab247a	UNITE+BLAST	Cutaneotrichosporon	Cutaneotrichosporon_mucoides	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Cutaneotrichosporon	Cutaneotrichosporon_mucoides
b08781976f9e9fcd6907ea42bfc40ce7	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
abd60db5ca7dd95c7782bf8e826ce4bd	UNITE+BLAST	Fungi_k	Fungi_k	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fungi_k	Fungi_k
d7829289d2c65ee05c8bc548262f7462	UNITE+BLAST	Fungi_k	Fungi_k	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fungi_k	Fungi_k
cf67de0c1660116cbb49fdfe08f43ec7	UNITE+BLAST	Candida	Candida_albicans	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Candida	Candida_albicans
26f118e2e4997cc33c7b3c65fb658710	UNITE+BLAST	Aspergillus	Aspergillus_fumigatus	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Aspergillus	Aspergillus_fumigatus
eed5e4d3a31942e1584d9ceffa60b00f	UNITE+BLAST	Fungi_k	Fungi_k	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fungi_k	Fungi_k
e4b62c759765e5ea476798ea00b7145c	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
6b8aaf1114108305afca11f0d57feed2	UNITE+BLAST	Fungi_k	Fungi_k	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fungi_k	Fungi_k
e49a1c33bff01b0baad3885264c9e2dc	UNITE+BLAST	Cryptococcus	Cryptococcus_neoformans	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Cryptococcus	Cryptococcus_neoformans
cab80b01344b2892d9a7eb759f13c776	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
30b16329ff6c395c2a4cfc8e6fcb799a	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
91a2226a1404a1ddb6b84c2cb3e22ef9	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
7bcc41bca6086b958c287e878aba801a	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
ff34f3db7fbb3ad8306614c173ba2319	UNITE+BLAST	Fungi_k	Fungi_k	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fungi_k	Fungi_k
d113cb0c70777652f1c5e5babc1945f8	UNITE+BLAST	Pleosporales_o	Pleosporales_o	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Pleosporales_o	Pleosporales_o
0e6108700c9a01c0be9929564a203813	UNITE+BLAST	Leucosporidium	Leucosporidium_intermedium	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Leucosporidium	Leucosporidium_intermedium
533388903b34a5fd264b5621ff9da2dd	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
1797597fabec15ebe972f68a03ce19cd	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
1cfb9be7ca486afcfae835ecb3dfd32c	UNITE+BLAST	Lecanorales_o	Lecanorales_o	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Lecanorales_o	Lecanorales_o
3c179d3523313fe7a2e2ea3ef9be1cab	UNITE+BLAST	Fungi_k	Fungi_k	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fungi_k	Fungi_k
01517fb3b2efbc8638ba652cff74ea45	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
62b08cca041da3e87b78b282c6b70ffa	UNITE+BLAST	Fungi_k	Fungi_k	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fungi_k	Fungi_k
784787765efbbce1fdb6980c8b2d0d82	UNITE+BLAST	Fungi_k	Fungi_k	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fungi_k	Fungi_k
dba663d8ae96cc529852817b3b3f367b	UNITE+BLAST	Candida	Candida_albicans	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Candida	Candida_albicans
b6049637e9edcb5f2f9707570c5fea70	UNITE+BLAST	Aspergillaceae_f	Aspergillaceae_f	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Aspergillaceae_f	Aspergillaceae_f
0579fae15ec314635f7bfd4b794ca07d	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
5be97541225209939e73ba16d328750a	UNITE+BLAST	Neopyrenochaeta	Unclassified	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Neopyrenochaeta	Unclassified
09d930f2ed87b3557b31fac73c4ec6ac	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
b12ed4056a059a247c6bfdadddd6fad2	UNITE+BLAST	Fungi_k	Fungi_k	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fungi_k	Fungi_k
414db13a7edea047edada196ef86d1db	UNITE+BLAST	Ascomycota_p	Ascomycota_p	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Ascomycota_p	Ascomycota_p
8c6d557c22bea487a508348e20b2f66c	UNITE+BLAST	Fusarium	Fusarium_oxysporum	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fusarium	Fusarium_oxysporum
a82e28cc9eb92a8a6dffdbde3bafcdd1	UNITE+BLAST	Trechispora	Unclassified	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Trechispora	Unclassified
3c3ad52280ae901c819f286ea37e0bb3	UNITE+BLAST	Fungi_k	Fungi_k	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fungi_k	Fungi_k
febd6c7801730f9080e2d5b1a8883186	UNITE+BLAST	Fungi_k	Fungi_k	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fungi_k	Fungi_k
870b996b7364a3020227bc4b918ba54f	UNITE+BLAST	Fungi_k	Fungi_k	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fungi_k	Fungi_k
43da86f7221f3f1ae0c3c676f634c5b4	UNITE+BLAST	Biscogniauxia	Biscogniauxia_atropunctata	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Biscogniauxia	Biscogniauxia_atropunctata
b71b6e97d898c9794bb80b4a58679c81	UNITE+BLAST	Fungi_k	Fungi_k	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fungi_k	Fungi_k
8ca94a5429d980fe4a4af8c8abeea96f	UNITE+BLAST	Cutaneotrichosporon	Cutaneotrichosporon_debeurmannianum	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Cutaneotrichosporon	Cutaneotrichosporon_debeurmannianum
db27875bac77493d68e0574f50fec6b8	UNITE+BLAST	Fungi_k	Fungi_k	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fungi_k	Fungi_k
6a5dc5c1af3f771d468b04f61b6916d3	UNITE+BLAST	Aspergillus	Aspergillus_fumigatus	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Aspergillus	Aspergillus_fumigatus
eca677b652afb80f02a64e9a83fef553	UNITE+BLAST	Fungi_k	Fungi_k	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fungi_k	Fungi_k
db0ef5bf5a0990e3c19bc43772baf5c8	UNITE+BLAST	Fungi_k	Fungi_k	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fungi_k	Fungi_k
c62cc042cc6a67f6ea1ed71ffd87d7c0	UNITE+BLAST	Aspergillus	Aspergillus_fumigatus	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Aspergillus	Aspergillus_fumigatus
3d20affbd4fdca37e202d916e1b449e9	UNITE+BLAST	Fungi_k	Fungi_k	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Fungi_k	Fungi_k
f3777c7c1fa5423ac63e6e772595c637	UNITE+BLAST	Candida	Candida_dubliniensis	NA	fig4_q20_PE_cutadapt_unite	Cutadapt	PE	PE	Cutadapt	Candida	Candida_dubliniensis
