Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
1D_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.000897631151391478)	(33.0, 0.001795262302782956)	(34.0, 0.000897631151391478)	(35.0, 0.001795262302782956)	(36.0, 0.000897631151391478)	(37.0, 0.0026928934541744338)	(38.0, 0.006283418059740346)	(39.0, 0.007181049211131824)	(40.0, 0.01346446727087217)	(41.0, 0.48561845290278954)	(42.0, 5.015962873975579)	(43.0, 0.4999805513250532)	(44.0, 1.0924171112434287)	(45.0, 19.87265606065593)	(46.0, 10.122586494241697)	(47.0, 3.156071128292436)	(48.0, 34.4636504265244)	(49.0, 3.382274178443089)	(50.0, 0.17324281221855523)	(51.0, 0.007181049211131824)	(52.0, 0.003590524605565912)	(53.0, 0.007181049211131824)	(54.0, 0.003590524605565912)	(55.0, 0.0053857869083488675)	(56.0, 0.008078680362523303)	(57.0, 0.03321235260148468)	(58.0, 0.2567225092979627)	(59.0, 2.0026150987543874)	(60.0, 15.321666123101139)	(61.0, 1.8141125569621768)	(62.0, 0.012566836119480692)	(63.0, 0.0026928934541744338)	(64.0, 0.000897631151391478)	(65.0, 0.0)	(66.0, 0.000897631151391478)	(67.0, 0.000897631151391478)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.000897631151391478)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.000897631151391478)	(79.0, 0.001795262302782956)	(80.0, 0.07629864786827562)	(81.0, 0.3626429851621571)	(82.0, 0.011669204968089214)	(83.0, 0.13643993501150464)	(84.0, 1.3931235469595737)	(85.0, 0.20106937791169108)	(86.0, 0.012566836119480692)	(87.0, 0.007181049211131824)	(88.0, 0.001795262302782956)	(89.0, 0.0)	(90.0, 0.006283418059740346)	(91.0, 0.00448815575695739)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0011968415351886373)
1D_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0007428371923725477)	(29.0, 0.0007428371923725477)	(30.0, 0.0022285115771176435)	(31.0, 0.0007428371923725477)	(32.0, 0.0007428371923725477)	(33.0, 0.003714185961862739)	(34.0, 0.004457023154235287)	(35.0, 0.0066855347313529295)	(36.0, 0.004457023154235287)	(37.0, 0.005199860346607833)	(38.0, 0.017085255424568596)	(39.0, 0.04531306873472541)	(40.0, 4.176973532710836)	(41.0, 0.38553250284135226)	(42.0, 0.037884696810999936)	(43.0, 0.044570231542352866)	(44.0, 0.04531306873472541)	(45.0, 20.629331669378022)	(46.0, 22.015465870345196)	(47.0, 1.7634954946924284)	(48.0, 19.70078517891234)	(49.0, 9.998588609334492)	(50.0, 0.9448889086978807)	(51.0, 0.05868413819743127)	(52.0, 0.022285115771176433)	(53.0, 0.011142557885588216)	(54.0, 0.008914046308470574)	(55.0, 0.014856743847450955)	(56.0, 0.014856743847450955)	(57.0, 0.016342418232196048)	(58.0, 0.03417051084913719)	(59.0, 0.2674213892541172)	(60.0, 1.1929965309503117)	(61.0, 12.435837437508821)	(62.0, 3.4712781999569153)	(63.0, 0.015599581039823502)	(64.0, 0.0066855347313529295)	(65.0, 0.005199860346607833)	(66.0, 0.008914046308470574)	(67.0, 0.008171209116098024)	(68.0, 0.007428371923725478)	(69.0, 0.0022285115771176435)	(70.0, 0.0029713487694901907)	(71.0, 0.0022285115771176435)	(72.0, 0.0014856743847450954)	(73.0, 0.0007428371923725477)	(74.0, 0.0029713487694901907)	(75.0, 0.0007428371923725477)	(76.0, 0.0022285115771176435)	(77.0, 0.0029713487694901907)	(78.0, 0.0022285115771176435)	(79.0, 0.07279804485250968)	(80.0, 0.3015919001032544)	(81.0, 0.00965688350084312)	(82.0, 0.12108246235672529)	(83.0, 1.1424836018689783)	(84.0, 0.13891055497366642)	(85.0, 0.0014856743847450954)	(86.0, 0.0014856743847450954)	(87.0, 0.0014856743847450954)	(88.0, 0.0014856743847450954)	(89.0, 0.0)	(90.0, 0.0007428371923725477)	(91.0, 0.0)	(92.0, 0.0007428371923725477)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0007428371923725477)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0029713487694901907)	(100.0, 0.7458085411420461)
1Q_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0011483868992022538)	(32.0, 0.0011483868992022538)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0005741934496011269)	(36.0, 0.0011483868992022538)	(37.0, 0.0017225803488033805)	(38.0, 0.0028709672480056346)	(39.0, 0.005167741046410142)	(40.0, 0.01320644934082592)	(41.0, 0.40193541472078886)	(42.0, 3.5967477683014586)	(43.0, 0.370928968442328)	(44.0, 0.8503804988592689)	(45.0, 19.465732134927805)	(46.0, 11.021643265093632)	(47.0, 3.1379672020701586)	(48.0, 36.17016797072379)	(49.0, 3.8654703027147868)	(50.0, 0.2153225436004226)	(51.0, 0.014354836240028174)	(52.0, 0.004019354147207888)	(53.0, 0.006890321395213522)	(54.0, 0.01090967554242141)	(55.0, 0.007464514844814651)	(56.0, 0.006890321395213522)	(57.0, 0.03158063972806198)	(58.0, 0.2905418854981702)	(59.0, 2.1652834984458496)	(60.0, 15.165597390864965)	(61.0, 2.0883415761992987)	(62.0, 0.012058062441623666)	(63.0, 0.0022967737984045077)	(64.0, 0.0022967737984045077)	(65.0, 0.0022967737984045077)	(66.0, 0.0005741934496011269)	(67.0, 0.0)	(68.0, 0.0022967737984045077)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0005741934496011269)	(73.0, 0.0005741934496011269)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0011483868992022538)	(77.0, 0.0011483868992022538)	(78.0, 0.0)	(79.0, 0.0005741934496011269)	(80.0, 0.10048385368019722)	(81.0, 0.0746451484481465)	(82.0, 0.004593547596809015)	(83.0, 0.19235480561637752)	(84.0, 0.6459676308012678)	(85.0, 0.030432252828859727)	(86.0, 0.004593547596809015)	(87.0, 0.0011483868992022538)	(88.0, 0.0)	(89.0, 0.0005741934496011269)	(90.0, 0.0028709672480056346)	(91.0, 0.0005741934496011269)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0007655912661348359)
1Q_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0004738228660597522)	(22.0, 0.0004738228660597522)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0009476457321195044)	(29.0, 0.0004738228660597522)	(30.0, 0.0014214685981792567)	(31.0, 0.0009476457321195044)	(32.0, 0.0023691143302987613)	(33.0, 0.004738228660597523)	(34.0, 0.005212051526657276)	(35.0, 0.007107342990896284)	(36.0, 0.009950280187254797)	(37.0, 0.013740863115732816)	(38.0, 0.019900560374509595)	(39.0, 0.03695818355266068)	(40.0, 2.9879269933727977)	(41.0, 0.2809769595734331)	(42.0, 0.034589069222361914)	(43.0, 0.043117880811437456)	(44.0, 0.05117286953445324)	(45.0, 20.668627240392453)	(46.0, 22.31989992861069)	(47.0, 1.7597781245459199)	(48.0, 19.714821811014172)	(49.0, 11.47219923303872)	(50.0, 1.067522917232622)	(51.0, 0.06586137838230557)	(52.0, 0.024164966169047366)	(53.0, 0.01895291464239009)	(54.0, 0.011845571651493808)	(55.0, 0.011845571651493808)	(56.0, 0.010897925919374302)	(57.0, 0.01895291464239009)	(58.0, 0.027007903365405882)	(59.0, 0.2648669821274015)	(60.0, 1.3058558188606773)	(61.0, 12.216101132752533)	(62.0, 3.5622003070372172)	(63.0, 0.01705762317815108)	(64.0, 0.006633520124836531)	(65.0, 0.00426440579453777)	(66.0, 0.006633520124836531)	(67.0, 0.0023691143302987613)	(68.0, 0.005685874392717027)	(69.0, 0.003790582928478018)	(70.0, 0.0028429371963585135)	(71.0, 0.001895291464239009)	(72.0, 0.0014214685981792567)	(73.0, 0.001895291464239009)	(74.0, 0.0033167600624182656)	(75.0, 0.001895291464239009)	(76.0, 0.0014214685981792567)	(77.0, 0.0009476457321195044)	(78.0, 0.0023691143302987613)	(79.0, 0.0023691143302987613)	(80.0, 0.0028429371963585135)	(81.0, 0.08860487595317368)	(82.0, 0.006159697258776779)	(83.0, 0.022269674704808357)	(84.0, 0.5321030785851018)	(85.0, 0.46292494014037794)	(86.0, 0.001895291464239009)	(87.0, 0.0004738228660597522)	(88.0, 0.0)	(89.0, 0.0004738228660597522)	(90.0, 0.0004738228660597522)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0004738228660597522)	(96.0, 0.0004738228660597522)	(97.0, 0.0004738228660597522)	(98.0, 0.0004738228660597522)	(99.0, 0.0009476457321195044)	(100.0, 0.7682248068382012)
1Z_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0008783255601521261)	(26.0, 0.0008783255601521261)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0008783255601521261)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0008783255601521261)	(36.0, 0.0035133022406085043)	(37.0, 0.002634976680456378)	(38.0, 0.0017566511203042522)	(39.0, 0.005269953360912756)	(40.0, 0.00878325560152126)	(41.0, 0.3996381298692174)	(42.0, 3.7829481875752067)	(43.0, 0.32937208505704724)	(44.0, 0.9037970013965377)	(45.0, 23.110502138722737)	(46.0, 9.011620247160812)	(47.0, 3.0117783457616403)	(48.0, 35.25335300782588)	(49.0, 3.1303522963821773)	(50.0, 0.1686385075492082)	(51.0, 0.01317488340228189)	(52.0, 0.005269953360912756)	(53.0, 0.002634976680456378)	(54.0, 0.007904930041369135)	(55.0, 0.007904930041369135)	(56.0, 0.006148278921064882)	(57.0, 0.030741394605324407)	(58.0, 0.2670109702862463)	(59.0, 1.9999473004663908)	(60.0, 15.839723151783442)	(61.0, 1.9217763256128517)	(62.0, 0.016688185642890395)	(63.0, 0.002634976680456378)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0008783255601521261)	(67.0, 0.0008783255601521261)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0008783255601521261)	(79.0, 0.00439162780076063)	(80.0, 0.060604463650496695)	(81.0, 0.011418232281977638)	(82.0, 0.006148278921064882)	(83.0, 0.3214671550156781)	(84.0, 0.32673710837659087)	(85.0, 0.009661581161673385)	(86.0, 0.0035133022406085043)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.00439162780076063)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
1Z_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.000713120950067271)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.001426241900134542)	(34.0, 0.002139362850201813)	(35.0, 0.002139362850201813)	(36.0, 0.0035656047503363547)	(37.0, 0.004278725700403626)	(38.0, 0.011409935201076336)	(39.0, 0.029951079902825382)	(40.0, 3.076403778590207)	(41.0, 0.3045026456787247)	(42.0, 0.024246112302287213)	(43.0, 0.027098596102556296)	(44.0, 0.044213498904170805)	(45.0, 21.70169675244719)	(46.0, 23.482359764765164)	(47.0, 1.684391684058894)	(48.0, 19.813352476669056)	(49.0, 9.857470892779887)	(50.0, 0.9085160903857032)	(51.0, 0.06988585310659255)	(52.0, 0.026385475152489027)	(53.0, 0.019967386601883585)	(54.0, 0.017114902801614505)	(55.0, 0.012836177101210877)	(56.0, 0.012836177101210877)	(57.0, 0.009270572350874523)	(58.0, 0.024959233252354485)	(59.0, 0.2517316953737467)	(60.0, 1.1873463818620063)	(61.0, 12.549502479283833)	(62.0, 3.497858260079964)	(63.0, 0.017114902801614505)	(64.0, 0.014262419001345419)	(65.0, 0.008557451400807253)	(66.0, 0.007131209500672709)	(67.0, 0.007844330450739982)	(68.0, 0.010696814251009065)	(69.0, 0.0035656047503363547)	(70.0, 0.0035656047503363547)	(71.0, 0.004278725700403626)	(72.0, 0.0035656047503363547)	(73.0, 0.004278725700403626)	(74.0, 0.002852483800269084)	(75.0, 0.000713120950067271)	(76.0, 0.001426241900134542)	(77.0, 0.001426241900134542)	(78.0, 0.001426241900134542)	(79.0, 0.000713120950067271)	(80.0, 0.052770950304978054)	(81.0, 0.04207413605396899)	(82.0, 0.002139362850201813)	(83.0, 0.07559082070713073)	(84.0, 0.2945189523777829)	(85.0, 0.005704967600538168)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.000713120950067271)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.000713120950067271)	(99.0, 0.000713120950067271)	(100.0, 0.7720722819395046)
2D_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0007412788542794028)	(28.0, 0.0)	(29.0, 0.0007412788542794028)	(30.0, 0.0014825577085588056)	(31.0, 0.0007412788542794028)	(32.0, 0.0014825577085588056)	(33.0, 0.0014825577085588056)	(34.0, 0.0007412788542794028)	(35.0, 0.0007412788542794028)	(36.0, 0.0007412788542794028)	(37.0, 0.0)	(38.0, 0.0014825577085588056)	(39.0, 0.0022238365628382086)	(40.0, 0.014084298231308655)	(41.0, 0.4759010244473766)	(42.0, 5.505478050733125)	(43.0, 0.5344620539354494)	(44.0, 1.1756682628871329)	(45.0, 19.704674504455085)	(46.0, 10.02950289840032)	(47.0, 3.356510652177136)	(48.0, 36.61769284369394)	(49.0, 3.2060310447584173)	(50.0, 0.13565403033313073)	(51.0, 0.0066715096885146255)	(52.0, 0.005188951979955819)	(53.0, 0.005188951979955819)	(54.0, 0.0059302308342352224)	(55.0, 0.005188951979955819)	(56.0, 0.0059302308342352224)	(57.0, 0.022979644482661488)	(58.0, 0.19199122325836532)	(59.0, 1.6434152199374361)	(60.0, 12.635839350046702)	(61.0, 1.453647833241909)	(62.0, 0.0059302308342352224)	(63.0, 0.0022238365628382086)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0007412788542794028)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0022238365628382086)	(78.0, 0.0014825577085588056)	(79.0, 0.0007412788542794028)	(80.0, 0.16604646335858622)	(81.0, 0.8398689418985633)	(82.0, 0.06374998146802865)	(83.0, 0.20014529065543873)	(84.0, 1.5418600169011578)	(85.0, 0.38398244651673064)	(86.0, 0.01630813479414686)	(87.0, 0.0074127885427940285)	(88.0, 0.0029651154171176112)	(89.0, 0.0)	(90.0, 0.00815406739707343)	(91.0, 0.0059302308342352224)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
2D_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0006163670095721796)	(30.0, 0.0)	(31.0, 0.0006163670095721796)	(32.0, 0.0012327340191443591)	(33.0, 0.0)	(34.0, 0.0024654680382887183)	(35.0, 0.004314569067005258)	(36.0, 0.009245505143582695)	(37.0, 0.014176441220160131)	(38.0, 0.017258276268021032)	(39.0, 0.04191295665090822)	(40.0, 4.562964971862846)	(41.0, 0.4437842468919694)	(42.0, 0.03821475459347514)	(43.0, 0.038831121603047324)	(44.0, 0.04807662674663001)	(45.0, 20.766637286505876)	(46.0, 21.874865169716657)	(47.0, 1.9008758575206022)	(48.0, 21.009485888277315)	(49.0, 10.340172952582886)	(50.0, 0.926399615386986)	(51.0, 0.05608939787106835)	(52.0, 0.02034011131588193)	(53.0, 0.01479280822973231)	(54.0, 0.014176441220160131)	(55.0, 0.011710973181871413)	(56.0, 0.009245505143582695)	(57.0, 0.009861872153154873)	(58.0, 0.01602554224887667)	(59.0, 0.20155201213010276)	(60.0, 0.9676962050283221)	(61.0, 10.326612878372297)	(62.0, 2.8396028130990314)	(63.0, 0.012943707201015772)	(64.0, 0.005547303086149617)	(65.0, 0.004930936076577437)	(66.0, 0.005547303086149617)	(67.0, 0.0036982020574330777)	(68.0, 0.0036982020574330777)	(69.0, 0.003081835047860898)	(70.0, 0.0018491010287165388)	(71.0, 0.004314569067005258)	(72.0, 0.0036982020574330777)	(73.0, 0.0024654680382887183)	(74.0, 0.0018491010287165388)	(75.0, 0.0024654680382887183)	(76.0, 0.0018491010287165388)	(77.0, 0.0024654680382887183)	(78.0, 0.0018491010287165388)	(79.0, 0.0012327340191443591)	(80.0, 0.1540917523930449)	(81.0, 0.7193003001707337)	(82.0, 0.02034011131588193)	(83.0, 0.18059553380464863)	(84.0, 1.2956034541207215)	(85.0, 0.1300534390197299)	(86.0, 0.0006163670095721796)	(87.0, 0.0006163670095721796)	(88.0, 0.0006163670095721796)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0006163670095721796)	(96.0, 0.0)	(97.0, 0.0006163670095721796)	(98.0, 0.0)	(99.0, 0.0012327340191443591)	(100.0, 0.9023613020136628)
2Q_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.000612189925802581)	(31.0, 0.001224379851605162)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0018365697774077431)	(35.0, 0.0018365697774077431)	(36.0, 0.0)	(37.0, 0.000612189925802581)	(38.0, 0.001224379851605162)	(39.0, 0.004897519406420648)	(40.0, 0.011631608590249039)	(41.0, 0.3764968043685873)	(42.0, 3.795577539976002)	(43.0, 0.3887406028846389)	(44.0, 0.8686975047138624)	(45.0, 18.658936748536867)	(46.0, 10.574356588387982)	(47.0, 2.913411856894483)	(48.0, 35.216837671719276)	(49.0, 3.5721282170580597)	(50.0, 0.18549354751818203)	(51.0, 0.011631608590249039)	(52.0, 0.0030609496290129046)	(53.0, 0.004897519406420648)	(54.0, 0.004897519406420648)	(55.0, 0.0036731395548154863)	(56.0, 0.0073462791096309725)	(57.0, 0.0385679653255626)	(58.0, 0.2803829860175821)	(59.0, 2.070426329064329)	(60.0, 15.075176922888556)	(61.0, 1.8475891960721895)	(62.0, 0.0073462791096309725)	(63.0, 0.0018365697774077431)	(64.0, 0.000612189925802581)	(65.0, 0.0018365697774077431)	(66.0, 0.001224379851605162)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.000612189925802581)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0018365697774077431)	(78.0, 0.0018365697774077431)	(79.0, 0.004897519406420648)	(80.0, 0.07468717094791488)	(81.0, 0.39914783162328277)	(82.0, 0.07652374072532263)	(83.0, 0.1805960281117614)	(84.0, 1.9822709797487574)	(85.0, 1.2843744643338149)	(86.0, 0.03795577539976002)	(87.0, 0.008570658961236134)	(88.0, 0.002448759703210324)	(89.0, 0.0)	(90.0, 0.004897519406420648)	(91.0, 0.004285329480618067)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
