NR_121481.1	900001
NR_171785.1	900002
NR_144900.1	900003
NR_077145.1	900004
NR_130690.1	900005
NR_125332.1	900006
NR_130691.1	900007
NR_111475.1	900008
NR_111007.1	900009
NR_130667.1	900010
