DNA_kit	taxonomic_rank	taxon	Trimm	Paired	n_sample_detected	n_asv	n_sequence	total_reads	mean_relative_abundance	max_relative_abundance	median_sequence_length	mean_sequence_length	median_blast_pident	median_blast_qcovus	median_blast_alignment_length	pct_qiime_species_resolved_asv	pct_qiime_genus_resolved_asv	pct_blast_cutoff_pass_asv	pct_blast_ambiguous_asv
DNeasy	Species	Hymenochaetopsis_yasudae	ITSxpress	SE	1	1	1	1774	2.913785457352627	2.913785457352627	173	173	NA	NA	NA	100	100	0	NA
DNeasy	Species	Irpex_g	ITSxpress	PE	1	2	2	5208	4.2843040473840075	6.740704179006252	199	199	NA	NA	NA	0	100	0	NA
DNeasy	Species	Irpex_hacksungii	Cutadapt	SE	1	3	3	4115	1.0198568482829724	2.2744170830359267	228	228	NA	NA	NA	100	100	0	NA
DNeasy	Species	Irpex_hacksungii	ITSxpress	PE	1	3	3	4065	2.229351760447516	4.972030273116157	207	207	NA	NA	NA	100	100	0	NA
DNeasy	Species	Irpex_hacksungii	ITSxpress	SE	1	3	3	4092	2.240362662812279	4.994826141944385	173	173	NA	NA	NA	100	100	0	NA
DNeasy	Species	Irpex_hydnoides	Cutadapt	PE	1	3	3	4076	1.0238247742486466	2.2855205154289586	302	302	NA	NA	NA	100	100	0	NA
DNeasy	Species	Irpex_laceratus	Cutadapt	PE	1	3	3	7128	1.7904374364191251	3.0955879582532684	294	294	NA	NA	NA	100	100	0	NA
DNeasy	Species	Irpex_laceratus	Cutadapt	SE	1	2	2	7162	2.6625327147275755	3.0744408755650725	228	228	NA	NA	NA	100	100	0	NA
DNeasy	Species	Irpex_laceratus	ITSxpress	PE	1	1	1	1911	3.144126357354393	3.144126357354393	199	199	NA	NA	NA	100	100	0	NA
DNeasy	Species	Irpex_laceratus	ITSxpress	SE	1	2	2	7135	5.859599559811441	6.74901039699095	173	173	NA	NA	NA	100	100	0	NA
DNeasy	Species	Kazachstania_servazzii	Cutadapt	PE	1	1	1	165	0.12433593308466147	0.12433593308466147	336	336	NA	NA	NA	100	100	0	NA
DNeasy	Species	Kazachstania_servazzii	Cutadapt	SE	1	1	1	166	0.12342374494408756	0.12342374494408756	228	228	100	100	228	100	100	100	0
DNeasy	Species	Kazachstania_servazzii	ITSxpress	PE	1	1	1	164	0.26982560052648896	0.26982560052648896	241	241	100	100	241	100	100	100	0
DNeasy	Species	Kazachstania_servazzii	ITSxpress	SE	1	1	1	164	0.26936911781613915	0.26936911781613915	173	173	100	100	173	100	100	100	0
DNeasy	Species	Lecanorales_o	Cutadapt	PE	1	1	1	40	0.030142044384160356	0.030142044384160356	382	382	NA	NA	NA	0	0	0	NA
DNeasy	Species	Lecanoromycetes_c	Cutadapt	PE	1	2	2	6	0.0022606533288120267	0.0022606533288120267	456.5	456.5	NA	NA	NA	0	0	0	NA
DNeasy	Species	Lecanoromycetes_c	Cutadapt	SE	1	1	1	3	0.0022305496074232693	0.0022305496074232693	301	301	NA	NA	NA	0	0	0	NA
DNeasy	Species	Leucosporidium_intermedium	Cutadapt	PE	1	1	1	43	0.032402697712972384	0.032402697712972384	319	319	100	100	308	100	100	100	0
DNeasy	Species	Leucosporidium_intermedium	Cutadapt	SE	1	1	1	44	0.03271472757554128	0.03271472757554128	301	301	100	100	290	100	100	100	0
DNeasy	Species	Leucosporidium_intermedium	ITSxpress	PE	1	1	1	43	0.07074695623560383	0.07074695623560383	212	212	100	100	212	100	100	100	0
DNeasy	Species	Leucosporidium_intermedium	ITSxpress	SE	1	1	1	43	0.07062726869569502	0.07062726869569502	212	212	100	100	212	100	100	100	0
DNeasy	Species	Mucor_circinelloides	Cutadapt	PE	1	1	1	527	0.3971214347613127	0.3971214347613127	281	281	99.644	100	281	100	100	100	0
DNeasy	Species	Mucor_circinelloides	Cutadapt	SE	1	1	1	528	0.39257673090649536	0.39257673090649536	229	229	100	100	229	100	100	100	0
DNeasy	Species	Mucor_circinelloides	ITSxpress	PE	1	1	1	523	0.8604804211911813	0.8604804211911813	184	184	99.457	100	184	100	100	100	0
DNeasy	Species	Mucor_circinelloides	ITSxpress	SE	1	1	1	523	0.8590246866941511	0.8590246866941511	174	174	100	100	174	100	100	100	0
DNeasy	Species	Penicillium_brevicompactum	Cutadapt	PE	1	2	2	425	0.1601296107908519	0.27504615500546326	281	281	99.822	100	281	100	100	100	100
DNeasy	Species	Penicillium_cuddlyae	Cutadapt	SE	1	1	1	8	0.005948132286462051	0.005948132286462051	66	66	100	100	66	0	0	100	100
DNeasy	Species	Penicillium_patris-mei	Cutadapt	SE	1	1	1	427	0.31748156078991197	0.31748156078991197	228	228	100	100	228	100	100	100	100
DNeasy	Species	Penicillium_patris-mei	ITSxpress	PE	1	1	1	425	0.6992431720960842	0.6992431720960842	160	160	100	100	160	100	100	100	100
DNeasy	Species	Penicillium_patris-mei	ITSxpress	SE	1	1	1	426	0.6997027084736297	0.6997027084736297	160	160	100	100	160	100	100	100	100
DNeasy	Species	Penicillium_sclerotiorum	Cutadapt	PE	1	2	2	1288	0.48528691458498174	0.9630383180739234	277	277	99.291	100	282	100	100	50	0
DNeasy	Species	Penicillium_sclerotiorum	Cutadapt	SE	1	1	1	1294	0.9621103973352368	0.9621103973352368	228	228	99.127	100	229	100	100	100	0
DNeasy	Species	Penicillium_sclerotiorum	ITSxpress	PE	1	1	1	1287	2.117472852912142	2.117472852912142	159	159	100	100	159	100	100	100	0
DNeasy	Species	Penicillium_sclerotiorum	ITSxpress	SE	1	1	1	1288	2.1155330716291902	2.1155330716291902	159	159	100	100	159	100	100	100	0
DNeasy	Species	Penicillium_sumatraense	Cutadapt	PE	1	1	1	787	0.593044723258355	0.593044723258355	266	266	99.248	100	266	100	100	100	0
DNeasy	Species	Penicillium_sumatraense	Cutadapt	SE	1	1	1	790	0.5873780632881276	0.5873780632881276	228	228	99.123	100	228	100	100	100	0
DNeasy	Species	Penicillium_sumatraense	ITSxpress	PE	1	1	1	778	1.2800263244488317	1.2800263244488317	171	171	99.415	100	171	100	100	100	100
DNeasy	Species	Penicillium_sumatraense	ITSxpress	SE	1	1	1	778	1.2778608150058308	1.2778608150058308	171	171	99.415	100	171	100	100	100	100
DNeasy	Species	Peniophoraceae_f	Cutadapt	PE	1	2	2	6039	2.275347575449305	3.017972193964056	286.5	286.5	NA	NA	NA	0	0	0	NA
DNeasy	Species	Peniophoraceae_f	Cutadapt	SE	1	2	2	6057	2.25173982869379	2.9852188912681417	228	228	NA	NA	NA	0	0	0	NA
DNeasy	Species	Peniophoraceae_f	ITSxpress	PE	1	2	2	6024	4.955577492596248	6.566304705495228	191.5	191.5	NA	NA	NA	0	0	0	NA
DNeasy	Species	Peniophoraceae_f	ITSxpress	SE	1	2	2	6033	4.954585023734047	6.561766010216316	173	173	NA	NA	NA	0	0	0	NA
DNeasy	Species	Phanerochaete_livescens	Cutadapt	PE	1	1	1	1811	1.3646810594928602	1.3646810594928602	295	295	100	100	295	100	100	100	0
DNeasy	Species	Phanerochaete_livescens	Cutadapt	SE	1	1	1	1818	1.351713062098501	1.351713062098501	228	228	100	100	228	100	100	100	0
DNeasy	Species	Phanerochaete_livescens	ITSxpress	PE	1	1	1	1804	2.9680816057913786	2.9680816057913786	200	200	100	100	200	100	100	100	0
DNeasy	Species	Phanerochaete_livescens	ITSxpress	SE	1	1	1	1805	2.9647027905983605	2.9647027905983605	173	173	100	100	173	100	100	100	0
DNeasy	Species	Phlebiopsis_g	Cutadapt	PE	1	1	1	1454	1.0956633133642288	1.0956633133642288	302	302	NA	NA	NA	0	100	0	NA
DNeasy	Species	Phlebiopsis_g	Cutadapt	SE	1	1	1	1459	1.0847906257435167	1.0847906257435167	228	228	NA	NA	NA	0	100	0	NA
DNeasy	Species	Phlebiopsis_g	ITSxpress	PE	1	1	1	1453	2.3905890095426128	2.3905890095426128	207	207	NA	NA	NA	0	100	0	NA
DNeasy	Species	Phlebiopsis_g	ITSxpress	SE	1	1	1	1455	2.38982967330782	2.38982967330782	173	173	NA	NA	NA	0	100	0	NA
DNeasy	Species	Pleosporales_o	Cutadapt	PE	1	2	2	1602	0.603594438792811	1.1717719754342337	272	272	NA	NA	NA	0	0	0	NA
DNeasy	Species	Pleosporales_o	Cutadapt	SE	1	1	1	1604	1.1926005234356412	1.1926005234356412	228	228	NA	NA	NA	0	0	0	NA
DNeasy	Species	Pleosporales_o	ITSxpress	PE	1	1	1	1601	2.634090161237249	2.634090161237249	148	148	NA	NA	NA	0	0	0	NA
DNeasy	Species	Pleosporales_o	ITSxpress	SE	1	1	1	1602	2.631276382569847	2.631276382569847	148	148	NA	NA	NA	0	0	0	NA
DNeasy	Species	Rhizoplaca_novomexicana	Cutadapt	PE	1	1	1	351	0.2644964394710071	0.2644964394710071	517	517	NA	NA	NA	100	100	0	NA
DNeasy	Species	Rhizoplaca_novomexicana	Cutadapt	SE	1	1	1	352	0.26171782060433024	0.26171782060433024	297	297	NA	NA	NA	100	100	0	NA
DNeasy	Species	Sarocladium_zeae	Cutadapt	PE	1	2	2	973	0.36660261482235035	0.7226555141102445	281	281	NA	NA	NA	100	100	0	NA
DNeasy	Species	Sarocladium_zeae	Cutadapt	SE	1	1	1	979	0.7279026885557935	0.7279026885557935	228	228	NA	NA	NA	100	100	0	NA
DNeasy	Species	Sarocladium_zeae	ITSxpress	PE	1	1	1	974	1.602500822639026	1.602500822639026	167	167	100	100	167	100	100	100	0
DNeasy	Species	Sarocladium_zeae	ITSxpress	SE	1	1	1	975	1.6014322553093638	1.6014322553093638	167	167	100	100	167	100	100	100	0
DNeasy	Species	Schizophyllum_commune	Cutadapt	PE	1	1	1	1607	1.2109566331336423	1.2109566331336423	334	334	NA	NA	NA	100	100	0	NA
DNeasy	Species	Schizophyllum_commune	Cutadapt	SE	1	1	1	1615	1.2007792053295265	1.2007792053295265	228	228	NA	NA	NA	100	100	0	NA
DNeasy	Species	Schizophyllum_commune	ITSxpress	PE	1	1	1	1604	2.6390259953932214	2.6390259953932214	239	239	NA	NA	NA	100	100	0	NA
DNeasy	Species	Schizophyllum_commune	ITSxpress	SE	1	1	1	1612	2.6477013287781483	2.6477013287781483	173	173	NA	NA	NA	100	100	0	NA
DNeasy	Species	Schizoporaceae_f	Cutadapt	SE	1	1	1	2274	1.6907566024268381	1.6907566024268381	228	228	NA	NA	NA	0	0	0	NA
DNeasy	Species	Sistotremastrum_guttuliferum	Cutadapt	PE	1	1	1	1582	1.192117855393542	1.192117855393542	290	290	100	100	290	100	100	100	0
DNeasy	Species	Sistotremastrum_guttuliferum	Cutadapt	SE	1	1	1	1584	1.177730192719486	1.177730192719486	227	227	100	100	227	100	100	100	0
DNeasy	Species	Sistotremastrum_guttuliferum	ITSxpress	PE	1	1	1	1583	2.6044751563014152	2.6044751563014152	195	195	100	100	195	100	100	100	0
DNeasy	Species	Sistotremastrum_guttuliferum	ITSxpress	SE	1	1	1	1584	2.601711479394905	2.601711479394905	172	172	100	100	172	100	100	100	0
DNeasy	Species	Sporobolomyces_carnicolor	Cutadapt	PE	1	1	1	1040	0.7836931539881693	0.7836931539881693	299	299	NA	NA	NA	100	100	0	NA
DNeasy	Species	Sporobolomyces_carnicolor	Cutadapt	SE	1	1	1	1041	0.7740007137758744	0.7740007137758744	228	228	100	100	228	100	100	100	0
DNeasy	Species	Sporobolomyces_carnicolor	ITSxpress	PE	1	1	1	1037	1.7061533399144453	1.7061533399144453	199	199	99.497	100	199	100	100	100	0
DNeasy	Species	Sporobolomyces_carnicolor	ITSxpress	SE	1	1	1	1038	1.7049094164216614	1.7049094164216614	173	173	100	100	173	100	100	100	0
DNeasy	Species	Stereaceae_f	Cutadapt	PE	1	1	1	2433	1.8333898496665537	1.8333898496665537	300	300	NA	NA	NA	0	0	0	NA
DNeasy	Species	Stereaceae_f	Cutadapt	SE	1	1	1	2442	1.815667380442541	1.815667380442541	228	228	NA	NA	NA	0	0	0	NA
DNeasy	Species	Stereaceae_f	ITSxpress	PE	1	1	1	2425	3.9897992760776573	3.9897992760776573	205	205	NA	NA	NA	0	0	0	NA
DNeasy	Species	Stereaceae_f	ITSxpress	SE	1	1	1	2426	3.9846919501338633	3.9846919501338633	173	173	NA	NA	NA	0	0	0	NA
DNeasy	Species	Suillus_g	Cutadapt	SE	1	1	1	701	0.5212050916012372	0.5212050916012372	227	227	NA	NA	NA	0	100	0	NA
DNeasy	Species	Suillus_g	ITSxpress	SE	1	1	1	699	1.1481037399602516	1.1481037399602516	172	172	NA	NA	NA	0	100	0	NA
DNeasy	Species	Suillus_viscidus	Cutadapt	PE	1	1	1	699	0.5267322256132022	0.5267322256132022	330	330	NA	NA	NA	100	100	0	NA
DNeasy	Species	Suillus_viscidus	ITSxpress	PE	1	1	1	698	1.148404080289569	1.148404080289569	235	235	NA	NA	NA	100	100	0	NA
DNeasy	Species	Thanatephorus_g	ITSxpress	PE	1	1	1	1548	2.5468904244817376	2.5468904244817376	228	228	NA	NA	NA	0	100	0	NA
DNeasy	Species	Trametes_hirsuta	Cutadapt	PE	1	1	1	1001	0.7543046607136129	0.7543046607136129	285	285	NA	NA	NA	100	100	0	NA
DNeasy	Species	Trametes_hirsuta	Cutadapt	SE	1	1	1	1004	0.7464906019509874	0.7464906019509874	228	228	NA	NA	NA	100	100	0	NA
DNeasy	Species	Trametes_hirsuta	ITSxpress	PE	1	1	1	999	1.6436327739387957	1.6436327739387957	190	190	NA	NA	NA	100	100	0	NA
DNeasy	Species	Trametes_hirsuta	ITSxpress	SE	1	1	1	1000	1.6424946208301168	1.6424946208301168	173	173	NA	NA	NA	100	100	0	NA
DNeasy	Species	Udeniomyces_pyricola	Cutadapt	PE	1	2	2	2132	0.8032854828378735	1.0022229757733319	329.5	329.5	NA	NA	NA	100	100	0	NA
DNeasy	Species	Udeniomyces_pyricola	Cutadapt	SE	1	1	1	2139	1.590381870092791	1.590381870092791	228	228	99.561	100	228	100	100	100	0
DNeasy	Species	Udeniomyces_pyricola	ITSxpress	PE	1	2	2	2121	1.744817374136229	2.1767028627838103	234.5	234.5	NA	NA	NA	100	100	0	NA
DNeasy	Species	Udeniomyces_pyricola	ITSxpress	SE	1	1	1	2124	3.4886585746431678	3.4886585746431678	173	173	99.422	100	173	100	100	100	0
QIAamp	Genus	Ascomycota_p	Cutadapt	PE	1	37	37	44308	0.8459406001084441	19.094376942639162	394	395.13513513513516	NA	NA	NA	0	0	0	NA
QIAamp	Genus	Ascomycota_p	Cutadapt	SE	1	28	28	52061	1.3088282617002875	19.1454315078136	301	294.60714285714283	NA	NA	NA	0	0	0	NA
QIAamp	Genus	Aspergillus	Cutadapt	PE	1	2	2	3120	1.1020062164453237	2.1905905623057365	279.5	279.5	100	99.5	278	100	100	100	100
QIAamp	Genus	Aspergillus	Cutadapt	SE	1	1	1	3132	2.2047022384907784	2.2047022384907784	228	228	100	100	228	0	100	100	100
QIAamp	Genus	Aspergillus	ITSxpress	PE	1	1	1	3110	4.3606892973821845	4.3606892973821845	164	164	100	100	164	100	100	100	100
QIAamp	Genus	Aspergillus	ITSxpress	SE	1	1	1	3113	4.357929808351882	4.357929808351882	164	164	100	100	164	100	100	100	100
QIAamp	Genus	Aureobasidium	Cutadapt	PE	1	2	2	667	0.23558914947725346	0.45846284261090703	274.5	274.5	99.63550000000001	100	274.5	50	50	100	0
QIAamp	Genus	Aureobasidium	Cutadapt	SE	1	1	1	668	0.47022384907785447	0.47022384907785447	228	228	99.561	100	228	100	100	100	0
QIAamp	Genus	Aureobasidium	ITSxpress	PE	1	1	1	667	0.935234649953028	0.935234649953028	154	154	99.351	100	154	100	100	100	0
QIAamp	Genus	Aureobasidium	ITSxpress	SE	1	1	1	667	0.9337421079893047	0.9337421079893047	154	154	99.351	100	154	100	100	100	0
QIAamp	Genus	Biscogniauxia	Cutadapt	PE	1	2	2	1359	0.48000847697089577	0.936705283978525	275	275	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Biscogniauxia	Cutadapt	SE	1	1	1	1366	0.9615655356891455	0.9615655356891455	228	228	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Biscogniauxia	ITSxpress	PE	1	1	1	1356	1.9013166196946114	1.9013166196946114	155	155	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Biscogniauxia	ITSxpress	SE	1	1	1	1361	1.9052818725239034	1.9052818725239034	155	155	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Bjerkandera	Cutadapt	PE	1	1	1	770	0.5439389658095507	0.5439389658095507	281	281	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Bjerkandera	Cutadapt	SE	1	1	1	771	0.54272842460932	0.54272842460932	228	228	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Bjerkandera	ITSxpress	PE	1	1	1	770	1.0796561925994475	1.0796561925994475	186	186	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Bjerkandera	ITSxpress	SE	1	1	1	770	1.077933168143575	1.077933168143575	173	173	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Boeremia	Cutadapt	SE	1	1	1	80	0.056314233422497535	0.056314233422497535	261	261	99.6	100	250	0	0	100	0
QIAamp	Genus	Burgoa	Cutadapt	PE	1	1	1	373	0.2634925120090421	0.2634925120090421	305	305	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Burgoa	ITSxpress	PE	1	1	1	374	0.5244044364054459	0.5244044364054459	210	210	NA	NA	NA	0	100	0	NA
QIAamp	Genus	Candida	Cutadapt	PE	1	2	2	1340	0.47329754167844024	0.9268154846001695	275	275	100	100	281	100	100	50	0
QIAamp	Genus	Candida	Cutadapt	SE	1	1	1	1342	0.9446712656623961	0.9446712656623961	228	228	100	100	228	100	100	100	0
QIAamp	Genus	Candida	ITSxpress	PE	1	1	1	1341	1.8802843562024145	1.8802843562024145	155	155	100	100	155	100	100	100	0
QIAamp	Genus	Candida	ITSxpress	SE	1	1	1	1341	1.8772836084162783	1.8772836084162783	155	155	100	100	155	100	100	100	0
QIAamp	Genus	Candolleomyces	Cutadapt	PE	1	2	2	3023	1.067745125741735	1.9186210794009606	296.5	296.5	100	100	292	100	100	50	0
QIAamp	Genus	Candolleomyces	Cutadapt	SE	1	2	2	3035	1.0682106152330002	1.920315359707166	228	228	100	100	228	50	100	50	0
QIAamp	Genus	Candolleomyces	ITSxpress	PE	1	2	2	3017	2.1151446318652813	3.8012310884897436	201.5	201.5	100	100	197	50	100	50	0
QIAamp	Genus	Candolleomyces	ITSxpress	SE	1	2	2	3018	2.1124690269203312	3.7965646129939947	173	173	100	100	173	50	100	50	0
QIAamp	Genus	Ceriporia	Cutadapt	PE	1	1	1	773	0.546058208533484	0.546058208533484	305	305	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Ceriporia	Cutadapt	SE	1	1	1	776	0.5462480641982261	0.5462480641982261	228	228	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Ceriporia	ITSxpress	PE	1	1	1	774	1.0852647961973667	1.0852647961973667	210	210	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Ceriporia	ITSxpress	SE	1	1	1	774	1.0835328209651	1.0835328209651	173	173	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Cladosporium	Cutadapt	PE	1	5	5	6591	0.9311952528962985	1.6473580107374965	281	277.2	99.644	100	281	0	0	100	80
QIAamp	Genus	Cladosporium	Cutadapt	SE	1	3	3	6226	1.4608850720352904	1.6915387864282698	228	228	100	100	228	33.33333333333333	33.33333333333333	100	100
QIAamp	Genus	Cladosporium	ITSxpress	PE	1	3	3	6688	3.1258617385736382	4.024173081507032	148	148	100	100	148	0	33.33333333333333	100	100
QIAamp	Genus	Cladosporium	ITSxpress	SE	1	3	3	6692	3.1227397234704783	4.019150812649616	148	148	100	100	148	0	33.33333333333333	100	100
QIAamp	Genus	Crepidotus	Cutadapt	PE	1	1	1	1587	1.1210794009607232	1.1210794009607232	320	320	NA	NA	NA	0	100	0	NA
QIAamp	Genus	Crepidotus	Cutadapt	SE	1	1	1	1593	1.1213571730254823	1.1213571730254823	228	228	NA	NA	NA	0	100	0	NA
QIAamp	Genus	Crepidotus	ITSxpress	PE	1	1	1	1581	2.2168005720775668	2.2168005720775668	225	225	NA	NA	NA	0	100	0	NA
QIAamp	Genus	Crepidotus	ITSxpress	SE	1	1	1	1584	2.217462517323926	2.217462517323926	173	173	NA	NA	NA	0	100	0	NA
QIAamp	Genus	Cystobasidium	Cutadapt	PE	1	2	2	1464	0.5170952246397287	0.8144956202317039	297	297	99.495	100	297	100	100	100	0
QIAamp	Genus	Cystobasidium	Cutadapt	SE	1	1	1	1467	1.0326622553850484	1.0326622553850484	228	228	99.561	100	228	100	100	100	0
QIAamp	Genus	Cystobasidium	ITSxpress	PE	1	1	1	1462	2.0499446150394705	2.0499446150394705	202	202	99.505	100	202	100	100	100	0
QIAamp	Genus	Cystobasidium	ITSxpress	SE	1	1	1	1462	2.0466731062674115	2.0466731062674115	173	173	99.422	100	173	100	100	100	0
QIAamp	Genus	Daedaleopsis	Cutadapt	PE	1	1	1	1902	1.3435998869737213	1.3435998869737213	297	297	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Daedaleopsis	Cutadapt	SE	1	1	1	1909	1.3437983950443475	1.3437983950443475	228	228	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Daedaleopsis	ITSxpress	PE	1	1	1	1895	2.657075954514225	2.657075954514225	202	202	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Daedaleopsis	ITSxpress	SE	1	1	1	1898	2.6570352638136434	2.6570352638136434	173	173	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Debaryomyces	Cutadapt	PE	1	1	1	1237	0.8738344165018367	0.8738344165018367	352	352	100	100	352	100	100	100	0
QIAamp	Genus	Debaryomyces	Cutadapt	SE	1	1	1	1239	0.8721666901309306	0.8721666901309306	228	228	100	100	228	100	100	100	0
QIAamp	Genus	Debaryomyces	ITSxpress	PE	1	1	1	1229	1.7232434554606768	1.7232434554606768	257	257	100	100	257	100	100	100	0
QIAamp	Genus	Debaryomyces	ITSxpress	SE	1	1	1	1230	1.7218932426189575	1.7218932426189575	173	173	100	100	173	100	100	100	0
QIAamp	Genus	Didymellaceae_f	Cutadapt	PE	1	2	2	147	0.0519214467363662	0.05439389658095507	275	275	NA	NA	NA	0	0	0	NA
QIAamp	Genus	Epicoccum	ITSxpress	PE	1	1	1	80	0.11217207195838416	0.11217207195838416	154	154	100	100	154	100	100	100	100
QIAamp	Genus	Epicoccum	ITSxpress	SE	1	1	1	83	0.1161927960466451	0.1161927960466451	154	154	100	100	154	100	100	100	100
QIAamp	Genus	Fungi_k	Cutadapt	PE	1	52	52	28447	0.3864493446649423	7.9160779881322405	305	301.28846153846155	NA	NA	NA	0	0	0	NA
QIAamp	Genus	Fungi_k	Cutadapt	SE	1	66	66	21350	0.22771001582771255	4.610023933549204	301	261.06060606060606	NA	NA	NA	0	0	0	NA
QIAamp	Genus	Fungi_k	ITSxpress	PE	1	1	1	2598	3.642788036848526	3.642788036848526	202	202	NA	NA	NA	0	0	0	NA
QIAamp	Genus	Fungi_k	ITSxpress	SE	1	1	1	2599	3.6383744207859117	3.6383744207859117	173	173	NA	NA	NA	0	0	0	NA
QIAamp	Genus	Fuscoporia	Cutadapt	PE	1	1	1	980	0.6922859564848828	0.6922859564848828	317	317	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Fuscoporia	Cutadapt	SE	1	1	1	983	0.6919611431789384	0.6919611431789384	228	228	100	100	228	100	100	100	0
QIAamp	Genus	Fuscoporia	ITSxpress	PE	1	1	1	973	1.3642928251938473	1.3642928251938473	222	222	100	100	222	100	100	100	0
QIAamp	Genus	Fuscoporia	ITSxpress	SE	1	1	1	974	1.3635154620413534	1.3635154620413534	173	173	100	100	173	100	100	100	0
QIAamp	Genus	Helotiales_o	Cutadapt	PE	1	2	2	850	0.30022605255721957	0.5884430630121503	270.5	270.5	NA	NA	NA	0	0	0	NA
QIAamp	Genus	Helotiales_o	Cutadapt	SE	1	1	1	853	0.60045051386738	0.60045051386738	228	228	NA	NA	NA	0	0	0	NA
QIAamp	Genus	Helotiales_o	ITSxpress	PE	1	1	1	851	1.1932304154573117	1.1932304154573117	146	146	NA	NA	NA	0	0	0	NA
QIAamp	Genus	Helotiales_o	ITSxpress	SE	1	1	1	852	1.192726050984839	1.192726050984839	146	146	NA	NA	NA	0	0	0	NA
QIAamp	Genus	Hydnaceae_f	Cutadapt	SE	1	1	1	374	0.263269041250176	0.263269041250176	228	228	NA	NA	NA	0	0	0	NA
QIAamp	Genus	Hydnaceae_f	ITSxpress	SE	1	1	1	374	0.5235675388125937	0.5235675388125937	173	173	NA	NA	NA	0	0	0	NA
QIAamp	Genus	Irpex	Cutadapt	PE	1	5	5	12804	1.8089855891494773	4.427098050296694	302	298.8	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Irpex	Cutadapt	SE	1	5	5	12878	1.813036745037308	4.442489089117274	228	228	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Irpex	ITSxpress	PE	1	5	5	12786	3.5855802801497494	8.764845272648241	207	203.8	NA	NA	NA	60	100	0	NA
QIAamp	Genus	Irpex	ITSxpress	SE	1	5	5	12832	3.5927372502904817	8.78865510338359	173	173	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Kazachstania	Cutadapt	PE	1	1	1	1273	0.8992653291890365	0.8992653291890365	336	336	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Kazachstania	Cutadapt	SE	1	1	1	1276	0.8982120230888356	0.8982120230888356	228	228	100	100	228	100	100	100	0
QIAamp	Genus	Kazachstania	ITSxpress	PE	1	1	1	1267	1.776525189640909	1.776525189640909	241	241	100	100	241	100	100	100	0
QIAamp	Genus	Kazachstania	ITSxpress	SE	1	1	1	1269	1.7764898576288273	1.7764898576288273	173	173	100	100	173	100	100	100	0
QIAamp	Genus	Lecanorales_o	Cutadapt	SE	1	1	1	20	0.014078558355624384	0.014078558355624384	301	301	NA	NA	NA	0	0	0	NA
QIAamp	Genus	Lecanoromycetes_c	Cutadapt	PE	1	1	1	100	0.07064142413111048	0.07064142413111048	394	394	NA	NA	NA	0	0	0	NA
QIAamp	Genus	Malassezia	Cutadapt	PE	1	1	1	1621	1.1450974851653009	1.1450974851653009	327	327	100	100	327	100	100	100	0
QIAamp	Genus	Malassezia	Cutadapt	SE	1	1	1	1625	1.1438828663944811	1.1438828663944811	228	228	100	100	228	100	100	100	0
QIAamp	Genus	Malassezia	ITSxpress	PE	1	1	1	1617	2.26727800445884	2.26727800445884	232	232	100	100	232	100	100	100	0
QIAamp	Genus	Malassezia	ITSxpress	SE	1	1	1	1619	2.2664594795122706	2.2664594795122706	173	173	100	100	173	100	100	100	0
QIAamp	Genus	Metschnikowia	Cutadapt	SE	1	1	1	8	0.005631423342249754	0.005631423342249754	301	301	NA	NA	NA	0	100	0	NA
QIAamp	Genus	Mucor	Cutadapt	PE	1	2	2	1463	0.5167420175190731	0.9126871997739474	281	281	99.644	100	281	50	100	50	0
QIAamp	Genus	Mucor	Cutadapt	SE	1	2	2	1466	0.5159791637336337	0.911586653526679	229	229	100	100	229	100	100	50	0
QIAamp	Genus	Mucor	ITSxpress	PE	1	2	2	1461	1.0242712320699954	1.8101768112284244	180.5	180.5	99.457	100	184	100	100	50	0
QIAamp	Genus	Mucor	ITSxpress	SE	1	2	2	1462	1.0233365531337058	1.808687861352596	174	174	100	100	174	100	100	50	0
QIAamp	Genus	Neodidymella	Cutadapt	PE	1	1	1	3124	2.2068380898558915	2.2068380898558915	281	281	100	100	281	0	0	100	100
QIAamp	Genus	Neodidymella	Cutadapt	SE	1	1	1	3214	2.2624243277488385	2.2624243277488385	228	228	100	100	228	0	0	100	100
