DNA_kit	taxonomic_rank	taxon	Trimm	Paired	n_sample_detected	n_asv	n_sequence	total_reads	mean_relative_abundance	max_relative_abundance	median_sequence_length	mean_sequence_length	median_blast_pident	median_blast_qcovus	median_blast_alignment_length	pct_qiime_species_resolved_asv	pct_qiime_genus_resolved_asv	pct_blast_cutoff_pass_asv	pct_blast_ambiguous_asv
QIAamp	Genus	Neodidymella	ITSxpress	PE	1	1	1	3200	4.486882878335367	4.486882878335367	155	155	100	100	155	0	0	100	100
QIAamp	Genus	Neodidymella	ITSxpress	SE	1	1	1	3204	4.485321910041577	4.485321910041577	155	155	100	100	155	0	0	100	100
QIAamp	Genus	Ophiognomonia	Cutadapt	PE	1	1	1	2293	1.6198078553263633	1.6198078553263633	278	278	NA	NA	NA	0	100	0	NA
QIAamp	Genus	Ophiognomonia	Cutadapt	SE	1	1	1	2358	1.6598620301281146	1.6598620301281146	228	228	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Ophiognomonia	ITSxpress	PE	1	1	1	2355	3.302065368274934	3.302065368274934	159	159	99.363	99	157	0	100	100	100
QIAamp	Genus	Ophiognomonia	ITSxpress	SE	1	1	1	2355	3.2967955986728823	3.2967955986728823	159	159	99.363	99	157	0	100	100	100
QIAamp	Genus	Paragibellulopsis	Cutadapt	PE	1	2	2	1510	0.5333427521898841	1.0624470189319017	282	282	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Paragibellulopsis	Cutadapt	SE	1	1	1	1516	1.0671547233563283	1.0671547233563283	228	228	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Paragibellulopsis	ITSxpress	PE	1	1	1	1509	2.1158457073150214	2.1158457073150214	169	169	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Paragibellulopsis	ITSxpress	SE	1	1	1	1510	2.1138689401257125	2.1138689401257125	169	169	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Penicillium	Cutadapt	PE	1	3	3	2160	0.5086182537439955	0.6732127719694829	281	281	99.822	100	281	66.66666666666666	100	66.66666666666666	50
QIAamp	Genus	Penicillium	Cutadapt	SE	1	3	3	2171	0.5094091698343424	0.6757708010699705	228	228	99.7805	100	228	100	100	66.66666666666666	50
QIAamp	Genus	Penicillium	ITSxpress	PE	1	3	3	2155	1.0072117294596579	1.3376519581037312	170	167	100	100	165	100	100	66.66666666666666	100
QIAamp	Genus	Penicillium	ITSxpress	SE	1	3	3	2157	1.0065375946691306	1.3369171111391094	170	167	100	100	165	100	100	66.66666666666666	100
QIAamp	Genus	Peniophoraceae_f	Cutadapt	PE	1	3	3	3952	0.9305830272204955	1.4580389940661205	286	286.3333333333333	NA	NA	NA	0	0	0	NA
QIAamp	Genus	Peniophoraceae_f	Cutadapt	SE	1	3	3	3967	0.9308273499460322	1.4599465014782487	228	228	NA	NA	NA	0	0	0	NA
QIAamp	Genus	Peniophoraceae_f	ITSxpress	PE	1	3	3	3940	1.8414915146501398	2.881420098430993	191	191.33333333333334	NA	NA	NA	0	0	0	NA
QIAamp	Genus	Peniophoraceae_f	ITSxpress	SE	1	3	3	3950	1.8432190537520006	2.8824212898800274	173	173	NA	NA	NA	0	0	0	NA
QIAamp	Genus	Plagiostoma	Cutadapt	PE	1	1	1	65	0.045916925685221814	0.045916925685221814	272	272	NA	NA	NA	0	100	0	NA
QIAamp	Genus	Polyporales_o	Cutadapt	PE	1	1	1	1688	1.192427239333145	1.192427239333145	304	304	NA	NA	NA	0	0	0	NA
QIAamp	Genus	Polyporales_o	Cutadapt	SE	1	1	1	1694	1.1924538927213852	1.1924538927213852	228	228	NA	NA	NA	0	0	0	NA
QIAamp	Genus	Polyporales_o	ITSxpress	PE	1	1	1	1685	2.362624265623466	2.362624265623466	209	209	NA	NA	NA	0	0	0	NA
QIAamp	Genus	Polyporales_o	ITSxpress	SE	1	1	1	1687	2.3616535774781964	2.3616535774781964	173	173	NA	NA	NA	0	0	0	NA
QIAamp	Genus	Rhizoplaca	Cutadapt	PE	1	1	1	5	0.0035320712065555243	0.0035320712065555243	517	517	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Rhizoplaca	Cutadapt	SE	1	1	1	5	0.003519639588906096	0.003519639588906096	297	297	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Rhodotorula	Cutadapt	PE	1	1	1	280	0.19779598756710934	0.19779598756710934	311	311	100	100	311	100	100	100	0
QIAamp	Genus	Rhodotorula	Cutadapt	SE	1	1	1	280	0.19709981697874135	0.19709981697874135	225	225	100	100	225	100	100	100	100
QIAamp	Genus	Rhodotorula	ITSxpress	PE	1	1	1	277	0.38839579915590516	0.38839579915590516	218	218	100	100	218	100	100	100	0
QIAamp	Genus	Rhodotorula	ITSxpress	SE	1	1	1	277	0.38777595789061076	0.38777595789061076	171	171	100	100	171	100	100	100	100
QIAamp	Genus	Schizophyllum	Cutadapt	PE	1	1	1	1352	0.9550720542526138	0.9550720542526138	334	334	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Schizophyllum	Cutadapt	SE	1	1	1	1355	0.953822328593552	0.953822328593552	228	228	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Schizophyllum	ITSxpress	PE	1	1	1	1349	1.891501563398253	1.891501563398253	239	239	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Schizophyllum	ITSxpress	SE	1	1	1	1350	1.8898828272647095	1.8898828272647095	173	173	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Sporobolomyces	Cutadapt	PE	1	1	1	1800	1.2715456343599887	1.2715456343599887	299	299	99.666	100	299	0	100	100	0
QIAamp	Genus	Sporobolomyces	Cutadapt	SE	1	1	1	1802	1.268478107841757	1.268478107841757	228	228	100	100	228	0	100	100	0
QIAamp	Genus	Sporobolomyces	ITSxpress	PE	1	1	1	1794	2.515458713666765	2.515458713666765	199	199	100	100	199	0	100	100	0
QIAamp	Genus	Sporobolomyces	ITSxpress	SE	1	1	1	1796	2.5142441168647545	2.5142441168647545	173	173	100	100	173	0	100	100	0
QIAamp	Genus	Steccherinum	Cutadapt	PE	1	1	1	1252	0.8844306301215031	0.8844306301215031	295	295	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Steccherinum	Cutadapt	SE	1	1	1	1260	0.8869491764043361	0.8869491764043361	228	228	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Steccherinum	ITSxpress	PE	1	1	1	1252	1.755492926148712	1.755492926148712	200	200	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Steccherinum	ITSxpress	SE	1	1	1	1257	1.759690899164252	1.759690899164252	173	173	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Stereaceae_f	Cutadapt	PE	1	1	1	1097	0.774936422718282	0.774936422718282	300	300	NA	NA	NA	0	0	0	NA
QIAamp	Genus	Stereaceae_f	Cutadapt	SE	1	1	1	1102	0.7757285653949035	0.7757285653949035	228	228	NA	NA	NA	0	0	0	NA
QIAamp	Genus	Stereaceae_f	ITSxpress	PE	1	1	1	1093	1.5325509331314235	1.5325509331314235	205	205	NA	NA	NA	0	0	0	NA
QIAamp	Genus	Stereaceae_f	ITSxpress	SE	1	1	1	1094	1.5315050466871054	1.5315050466871054	173	173	NA	NA	NA	0	0	0	NA
QIAamp	Genus	Talaromyces	Cutadapt	PE	1	2	2	841	0.2970471884713196	0.5813789205990393	275.5	275.5	99.281	100	278	100	100	50	0
QIAamp	Genus	Talaromyces	Cutadapt	SE	1	1	1	854	0.6011544417851612	0.6011544417851612	228	228	99.123	100	228	0	100	100	0
QIAamp	Genus	Talaromyces	ITSxpress	PE	1	1	1	844	1.1834153591609529	1.1834153591609529	157	157	NA	NA	NA	0	100	0	NA
QIAamp	Genus	Talaromyces	ITSxpress	SE	1	1	1	848	1.187126398163314	1.187126398163314	157	157	NA	NA	NA	0	100	0	NA
QIAamp	Genus	Trametes	Cutadapt	PE	1	1	1	1969	1.3909296411415655	1.3909296411415655	285	285	99.301	100	286	100	100	100	0
QIAamp	Genus	Trametes	Cutadapt	SE	1	1	1	1975	1.3902576376179079	1.3902576376179079	228	228	99.127	100	229	100	100	100	0
QIAamp	Genus	Trametes	ITSxpress	PE	1	1	1	1965	2.7552265174778108	2.7552265174778108	190	190	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Trametes	ITSxpress	SE	1	1	1	1968	2.755029188190332	2.755029188190332	173	173	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Trechispora	Cutadapt	PE	1	1	1	198	0.13987001977959876	0.13987001977959876	294	294	NA	NA	NA	0	100	0	NA
QIAamp	Genus	Trechispora	Cutadapt	SE	1	2	2	231	0.08130367450373083	0.1393777277206814	228	228	NA	NA	NA	0	100	0	NA
QIAamp	Genus	Trechispora	ITSxpress	PE	1	2	2	230	0.1612473534401772	0.276223727197521	199	199	NA	NA	NA	0	100	0	NA
QIAamp	Genus	Trechispora	ITSxpress	SE	1	2	2	230	0.16099001861884563	0.2757829014601095	173	173	NA	NA	NA	0	100	0	NA
QIAamp	Genus	Xeromyces	Cutadapt	PE	1	1	1	527	0.37228030517095223	0.37228030517095223	281	281	100	100	281	100	100	100	0
QIAamp	Genus	Xeromyces	Cutadapt	SE	1	1	1	527	0.3709700126707025	0.3709700126707025	228	228	100	100	228	100	100	100	0
QIAamp	Genus	Xeromyces	ITSxpress	PE	1	1	1	526	0.7375313731263758	0.7375313731263758	174	174	100	100	174	100	100	100	0
QIAamp	Genus	Xeromyces	ITSxpress	SE	1	1	1	526	0.7363543460305462	0.7363543460305462	173	173	100	100	173	100	100	100	0
QIAamp	Genus	Xylodon	Cutadapt	PE	1	1	1	1248	0.8816049731562587	0.8816049731562587	281	281	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Xylodon	Cutadapt	SE	1	1	1	1251	0.8806138251443052	0.8806138251443052	228	228	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Xylodon	ITSxpress	PE	1	1	1	1248	1.7498843225507927	1.7498843225507927	183	183	NA	NA	NA	100	100	0	NA
QIAamp	Genus	Xylodon	ITSxpress	SE	1	1	1	1250	1.7498915067265828	1.7498915067265828	173	173	NA	NA	NA	100	100	0	NA
QIAamp	Species	Ascomycota_p	Cutadapt	PE	1	37	37	44308	0.8459406001084441	19.094376942639162	394	395.13513513513516	NA	NA	NA	0	0	0	NA
QIAamp	Species	Ascomycota_p	Cutadapt	SE	1	28	28	52061	1.3088282617002875	19.1454315078136	301	294.60714285714283	NA	NA	NA	0	0	0	NA
QIAamp	Species	Aspergillus_cibarius	Cutadapt	SE	1	1	1	3132	2.2047022384907784	2.2047022384907784	228	228	100	100	228	0	100	100	100
QIAamp	Species	Aspergillus_ruber	Cutadapt	PE	1	2	2	3120	1.1020062164453237	2.1905905623057365	279.5	279.5	100	99.5	278	100	100	100	100
QIAamp	Species	Aspergillus_ruber	ITSxpress	PE	1	1	1	3110	4.3606892973821845	4.3606892973821845	164	164	100	100	164	100	100	100	100
QIAamp	Species	Aspergillus_ruber	ITSxpress	SE	1	1	1	3113	4.357929808351882	4.357929808351882	164	164	100	100	164	100	100	100	100
QIAamp	Species	Aureobasidium_intercalariosporum	Cutadapt	PE	1	1	1	18	0.012715456343599888	0.012715456343599888	268	268	99.627	100	268	0	0	100	0
QIAamp	Species	Aureobasidium_pullulans	Cutadapt	PE	1	1	1	649	0.45846284261090703	0.45846284261090703	281	281	99.644	100	281	100	100	100	0
QIAamp	Species	Aureobasidium_pullulans	Cutadapt	SE	1	1	1	668	0.47022384907785447	0.47022384907785447	228	228	99.561	100	228	100	100	100	0
QIAamp	Species	Aureobasidium_pullulans	ITSxpress	PE	1	1	1	667	0.935234649953028	0.935234649953028	154	154	99.351	100	154	100	100	100	0
QIAamp	Species	Aureobasidium_pullulans	ITSxpress	SE	1	1	1	667	0.9337421079893047	0.9337421079893047	154	154	99.351	100	154	100	100	100	0
QIAamp	Species	Biscogniauxia_atropunctata	Cutadapt	PE	1	2	2	1359	0.48000847697089577	0.936705283978525	275	275	NA	NA	NA	100	100	0	NA
QIAamp	Species	Biscogniauxia_atropunctata	Cutadapt	SE	1	1	1	1366	0.9615655356891455	0.9615655356891455	228	228	NA	NA	NA	100	100	0	NA
QIAamp	Species	Biscogniauxia_atropunctata	ITSxpress	PE	1	1	1	1356	1.9013166196946114	1.9013166196946114	155	155	NA	NA	NA	100	100	0	NA
QIAamp	Species	Biscogniauxia_atropunctata	ITSxpress	SE	1	1	1	1361	1.9052818725239034	1.9052818725239034	155	155	NA	NA	NA	100	100	0	NA
QIAamp	Species	Bjerkandera_adusta	Cutadapt	PE	1	1	1	770	0.5439389658095507	0.5439389658095507	281	281	NA	NA	NA	100	100	0	NA
QIAamp	Species	Bjerkandera_adusta	Cutadapt	SE	1	1	1	771	0.54272842460932	0.54272842460932	228	228	NA	NA	NA	100	100	0	NA
QIAamp	Species	Bjerkandera_adusta	ITSxpress	PE	1	1	1	770	1.0796561925994475	1.0796561925994475	186	186	NA	NA	NA	100	100	0	NA
QIAamp	Species	Bjerkandera_adusta	ITSxpress	SE	1	1	1	770	1.077933168143575	1.077933168143575	173	173	NA	NA	NA	100	100	0	NA
QIAamp	Species	Boeremia_lycopersici	Cutadapt	SE	1	1	1	80	0.056314233422497535	0.056314233422497535	261	261	99.6	100	250	0	0	100	0
QIAamp	Species	Burgoa_g	ITSxpress	PE	1	1	1	374	0.5244044364054459	0.5244044364054459	210	210	NA	NA	NA	0	100	0	NA
QIAamp	Species	Burgoa_verzuoliana	Cutadapt	PE	1	1	1	373	0.2634925120090421	0.2634925120090421	305	305	NA	NA	NA	100	100	0	NA
QIAamp	Species	Candida_dubliniensis	Cutadapt	PE	1	2	2	1340	0.47329754167844024	0.9268154846001695	275	275	100	100	281	100	100	50	0
QIAamp	Species	Candida_dubliniensis	Cutadapt	SE	1	1	1	1342	0.9446712656623961	0.9446712656623961	228	228	100	100	228	100	100	100	0
QIAamp	Species	Candida_dubliniensis	ITSxpress	PE	1	1	1	1341	1.8802843562024145	1.8802843562024145	155	155	100	100	155	100	100	100	0
QIAamp	Species	Candida_dubliniensis	ITSxpress	SE	1	1	1	1341	1.8772836084162783	1.8772836084162783	155	155	100	100	155	100	100	100	0
QIAamp	Species	Candolleomyces_g	Cutadapt	SE	1	1	1	307	0.2161058707588343	0.2161058707588343	228	228	NA	NA	NA	0	100	0	NA
QIAamp	Species	Candolleomyces_g	ITSxpress	PE	1	1	1	306	0.4290581752408194	0.4290581752408194	206	206	NA	NA	NA	0	100	0	NA
QIAamp	Species	Candolleomyces_g	ITSxpress	SE	1	1	1	306	0.42837344084666756	0.42837344084666756	173	173	NA	NA	NA	0	100	0	NA
QIAamp	Species	Candolleomyces_subminutisporus	Cutadapt	PE	1	1	1	2716	1.9186210794009606	1.9186210794009606	292	292	100	100	292	100	100	100	0
QIAamp	Species	Candolleomyces_subminutisporus	Cutadapt	SE	1	1	1	2728	1.920315359707166	1.920315359707166	228	228	100	100	228	100	100	100	0
QIAamp	Species	Candolleomyces_subminutisporus	ITSxpress	PE	1	1	1	2711	3.8012310884897436	3.8012310884897436	197	197	100	100	197	100	100	100	0
QIAamp	Species	Candolleomyces_subminutisporus	ITSxpress	SE	1	1	1	2712	3.7965646129939947	3.7965646129939947	173	173	100	100	173	100	100	100	0
QIAamp	Species	Candolleomyces_sulcatotuberculosus	Cutadapt	PE	1	1	1	307	0.2168691720825092	0.2168691720825092	301	301	NA	NA	NA	100	100	0	NA
QIAamp	Species	Ceriporia_nanlingensis	Cutadapt	PE	1	1	1	773	0.546058208533484	0.546058208533484	305	305	NA	NA	NA	100	100	0	NA
QIAamp	Species	Ceriporia_nanlingensis	Cutadapt	SE	1	1	1	776	0.5462480641982261	0.5462480641982261	228	228	NA	NA	NA	100	100	0	NA
QIAamp	Species	Ceriporia_nanlingensis	ITSxpress	PE	1	1	1	774	1.0852647961973667	1.0852647961973667	210	210	NA	NA	NA	100	100	0	NA
QIAamp	Species	Ceriporia_nanlingensis	ITSxpress	SE	1	1	1	774	1.0835328209651	1.0835328209651	173	173	NA	NA	NA	100	100	0	NA
QIAamp	Species	Cladosporium_angustisporum	Cutadapt	SE	1	1	1	2403	1.6915387864282698	1.6915387864282698	228	228	99.561	100	228	0	0	100	100
QIAamp	Species	Cladosporium_angustisporum	ITSxpress	PE	1	2	2	5136	3.6007235098641313	4.024173081507032	148	148	99.662	100	148	0	50	100	100
QIAamp	Species	Cladosporium_angustisporum	ITSxpress	SE	1	2	2	5140	3.5977769378298547	4.019150812649616	148	148	99.662	100	148	0	50	100	100
QIAamp	Species	Cladosporium_colocasiae	Cutadapt	SE	1	1	1	1552	1.0924961283964523	1.0924961283964523	228	228	100	100	228	0	0	100	100
QIAamp	Species	Cladosporium_colocasiae	ITSxpress	PE	1	1	1	1552	2.1761381959926527	2.1761381959926527	148	148	100	100	148	0	0	100	100
QIAamp	Species	Cladosporium_colocasiae	ITSxpress	SE	1	1	1	1552	2.1726652947517255	2.1726652947517255	148	148	100	100	148	0	0	100	100
QIAamp	Species	Cladosporium_colombiae	Cutadapt	PE	1	3	3	5011	1.1799472544033156	1.6473580107374965	281	281	99.644	100	281	0	0	100	100
QIAamp	Species	Cladosporium_herbarum	Cutadapt	SE	1	1	1	2271	1.5986203012811488	1.5986203012811488	228	228	100	100	228	100	100	100	100
QIAamp	Species	Cladosporium_ossifragi	Cutadapt	PE	1	1	1	63	0.0445040972025996	0.0445040972025996	262	262	99.237	100	262	0	0	100	0
QIAamp	Species	Cladosporium_tenuissimum	Cutadapt	PE	1	1	1	1517	1.071630404068946	1.071630404068946	281	281	100	99	279	0	0	100	100
QIAamp	Species	Crepidotus_g	Cutadapt	PE	1	1	1	1587	1.1210794009607232	1.1210794009607232	320	320	NA	NA	NA	0	100	0	NA
QIAamp	Species	Crepidotus_g	Cutadapt	SE	1	1	1	1593	1.1213571730254823	1.1213571730254823	228	228	NA	NA	NA	0	100	0	NA
QIAamp	Species	Crepidotus_g	ITSxpress	PE	1	1	1	1581	2.2168005720775668	2.2168005720775668	225	225	NA	NA	NA	0	100	0	NA
QIAamp	Species	Crepidotus_g	ITSxpress	SE	1	1	1	1584	2.217462517323926	2.217462517323926	173	173	NA	NA	NA	0	100	0	NA
QIAamp	Species	Cystobasidium_slooffiae	Cutadapt	PE	1	2	2	1464	0.5170952246397287	0.8144956202317039	297	297	99.495	100	297	100	100	100	0
QIAamp	Species	Cystobasidium_slooffiae	Cutadapt	SE	1	1	1	1467	1.0326622553850484	1.0326622553850484	228	228	99.561	100	228	100	100	100	0
QIAamp	Species	Cystobasidium_slooffiae	ITSxpress	PE	1	1	1	1462	2.0499446150394705	2.0499446150394705	202	202	99.505	100	202	100	100	100	0
QIAamp	Species	Cystobasidium_slooffiae	ITSxpress	SE	1	1	1	1462	2.0466731062674115	2.0466731062674115	173	173	99.422	100	173	100	100	100	0
QIAamp	Species	Daedaleopsis_confragosa	Cutadapt	PE	1	1	1	1902	1.3435998869737213	1.3435998869737213	297	297	NA	NA	NA	100	100	0	NA
QIAamp	Species	Daedaleopsis_confragosa	Cutadapt	SE	1	1	1	1909	1.3437983950443475	1.3437983950443475	228	228	NA	NA	NA	100	100	0	NA
QIAamp	Species	Daedaleopsis_confragosa	ITSxpress	PE	1	1	1	1895	2.657075954514225	2.657075954514225	202	202	NA	NA	NA	100	100	0	NA
QIAamp	Species	Daedaleopsis_confragosa	ITSxpress	SE	1	1	1	1898	2.6570352638136434	2.6570352638136434	173	173	NA	NA	NA	100	100	0	NA
QIAamp	Species	Debaryomyces_delbrueckii	Cutadapt	PE	1	1	1	1237	0.8738344165018367	0.8738344165018367	352	352	100	100	352	100	100	100	0
QIAamp	Species	Debaryomyces_delbrueckii	Cutadapt	SE	1	1	1	1239	0.8721666901309306	0.8721666901309306	228	228	100	100	228	100	100	100	0
QIAamp	Species	Debaryomyces_delbrueckii	ITSxpress	PE	1	1	1	1229	1.7232434554606768	1.7232434554606768	257	257	100	100	257	100	100	100	0
QIAamp	Species	Debaryomyces_delbrueckii	ITSxpress	SE	1	1	1	1230	1.7218932426189575	1.7218932426189575	173	173	100	100	173	100	100	100	0
QIAamp	Species	Didymellaceae_f	Cutadapt	PE	1	2	2	147	0.0519214467363662	0.05439389658095507	275	275	NA	NA	NA	0	0	0	NA
QIAamp	Species	Epicoccum_pimprinum	ITSxpress	PE	1	1	1	80	0.11217207195838416	0.11217207195838416	154	154	100	100	154	100	100	100	100
QIAamp	Species	Epicoccum_pimprinum	ITSxpress	SE	1	1	1	83	0.1161927960466451	0.1161927960466451	154	154	100	100	154	100	100	100	100
QIAamp	Species	Fungi_k	Cutadapt	PE	1	52	52	28447	0.3864493446649423	7.9160779881322405	305	301.28846153846155	NA	NA	NA	0	0	0	NA
QIAamp	Species	Fungi_k	Cutadapt	SE	1	66	66	21350	0.22771001582771255	4.610023933549204	301	261.06060606060606	NA	NA	NA	0	0	0	NA
QIAamp	Species	Fungi_k	ITSxpress	PE	1	1	1	2598	3.642788036848526	3.642788036848526	202	202	NA	NA	NA	0	0	0	NA
QIAamp	Species	Fungi_k	ITSxpress	SE	1	1	1	2599	3.6383744207859117	3.6383744207859117	173	173	NA	NA	NA	0	0	0	NA
QIAamp	Species	Fuscoporia_karsteniana	Cutadapt	PE	1	1	1	980	0.6922859564848828	0.6922859564848828	317	317	NA	NA	NA	100	100	0	NA
QIAamp	Species	Fuscoporia_karsteniana	Cutadapt	SE	1	1	1	983	0.6919611431789384	0.6919611431789384	228	228	100	100	228	100	100	100	0
QIAamp	Species	Fuscoporia_karsteniana	ITSxpress	PE	1	1	1	973	1.3642928251938473	1.3642928251938473	222	222	100	100	222	100	100	100	0
QIAamp	Species	Fuscoporia_karsteniana	ITSxpress	SE	1	1	1	974	1.3635154620413534	1.3635154620413534	173	173	100	100	173	100	100	100	0
QIAamp	Species	Helotiales_o	Cutadapt	PE	1	2	2	850	0.30022605255721957	0.5884430630121503	270.5	270.5	NA	NA	NA	0	0	0	NA
QIAamp	Species	Helotiales_o	Cutadapt	SE	1	1	1	853	0.60045051386738	0.60045051386738	228	228	NA	NA	NA	0	0	0	NA
QIAamp	Species	Helotiales_o	ITSxpress	PE	1	1	1	851	1.1932304154573117	1.1932304154573117	146	146	NA	NA	NA	0	0	0	NA
QIAamp	Species	Helotiales_o	ITSxpress	SE	1	1	1	852	1.192726050984839	1.192726050984839	146	146	NA	NA	NA	0	0	0	NA
QIAamp	Species	Hydnaceae_f	Cutadapt	SE	1	1	1	374	0.263269041250176	0.263269041250176	228	228	NA	NA	NA	0	0	0	NA
QIAamp	Species	Hydnaceae_f	ITSxpress	SE	1	1	1	374	0.5235675388125937	0.5235675388125937	173	173	NA	NA	NA	0	0	0	NA
QIAamp	Species	Irpex_g	ITSxpress	PE	1	2	2	2800	1.963011259271723	3.1688610328243527	199	199	NA	NA	NA	0	100	0	NA
QIAamp	Species	Irpex_hacksungii	Cutadapt	SE	1	3	3	10068	2.3623820920737715	4.442489089117274	228	228	NA	NA	NA	100	100	0	NA
QIAamp	Species	Irpex_hacksungii	ITSxpress	PE	1	3	3	9986	4.6672929607351	8.764845272648241	207	207	NA	NA	NA	100	100	0	NA
QIAamp	Species	Irpex_hacksungii	ITSxpress	SE	1	3	3	10029	4.679909845589574	8.78865510338359	173	173	NA	NA	NA	100	100	0	NA
QIAamp	Species	Irpex_hydnoides	Cutadapt	PE	1	3	3	10002	2.3551850805312236	4.427098050296694	302	302	NA	NA	NA	100	100	0	NA
QIAamp	Species	Irpex_laceratus	Cutadapt	PE	1	2	2	2802	0.9896863520768577	1.599321842328341	294	294	NA	NA	NA	100	100	0	NA
QIAamp	Species	Irpex_laceratus	Cutadapt	SE	1	2	2	2810	0.9890187244826129	1.5993242291989298	228	228	NA	NA	NA	100	100	0	NA
QIAamp	Species	Irpex_laceratus	ITSxpress	SE	1	2	2	2803	1.9619783573418448	3.1680035837778058	173	173	NA	NA	NA	100	100	0	NA
QIAamp	Species	Kazachstania_servazzii	Cutadapt	PE	1	1	1	1273	0.8992653291890365	0.8992653291890365	336	336	NA	NA	NA	100	100	0	NA
QIAamp	Species	Kazachstania_servazzii	Cutadapt	SE	1	1	1	1276	0.8982120230888356	0.8982120230888356	228	228	100	100	228	100	100	100	0
QIAamp	Species	Kazachstania_servazzii	ITSxpress	PE	1	1	1	1267	1.776525189640909	1.776525189640909	241	241	100	100	241	100	100	100	0
QIAamp	Species	Kazachstania_servazzii	ITSxpress	SE	1	1	1	1269	1.7764898576288273	1.7764898576288273	173	173	100	100	173	100	100	100	0
QIAamp	Species	Lecanorales_o	Cutadapt	SE	1	1	1	20	0.014078558355624384	0.014078558355624384	301	301	NA	NA	NA	0	0	0	NA
QIAamp	Species	Lecanoromycetes_c	Cutadapt	PE	1	1	1	100	0.07064142413111048	0.07064142413111048	394	394	NA	NA	NA	0	0	0	NA
QIAamp	Species	Malassezia_sympodialis	Cutadapt	PE	1	1	1	1621	1.1450974851653009	1.1450974851653009	327	327	100	100	327	100	100	100	0
QIAamp	Species	Malassezia_sympodialis	Cutadapt	SE	1	1	1	1625	1.1438828663944811	1.1438828663944811	228	228	100	100	228	100	100	100	0
QIAamp	Species	Malassezia_sympodialis	ITSxpress	PE	1	1	1	1617	2.26727800445884	2.26727800445884	232	232	100	100	232	100	100	100	0
QIAamp	Species	Malassezia_sympodialis	ITSxpress	SE	1	1	1	1619	2.2664594795122706	2.2664594795122706	173	173	100	100	173	100	100	100	0
QIAamp	Species	Metschnikowia_g	Cutadapt	SE	1	1	1	8	0.005631423342249754	0.005631423342249754	301	301	NA	NA	NA	0	100	0	NA
QIAamp	Species	Mucor_circinelloides	Cutadapt	PE	1	1	1	171	0.12079683526419892	0.12079683526419892	281	281	99.644	100	281	100	100	100	0
QIAamp	Species	Mucor_circinelloides	Cutadapt	SE	1	1	1	171	0.1203716739405885	0.1203716739405885	229	229	100	100	229	100	100	100	0
QIAamp	Species	Mucor_circinelloides	ITSxpress	PE	1	1	1	170	0.23836565291156633	0.23836565291156633	184	184	99.457	100	184	100	100	100	0
QIAamp	Species	Mucor_circinelloides	ITSxpress	SE	1	1	1	170	0.23798524491481526	0.23798524491481526	174	174	100	100	174	100	100	100	0
QIAamp	Species	Mucor_g	Cutadapt	PE	1	1	1	1292	0.9126871997739474	0.9126871997739474	281	281	NA	NA	NA	0	100	0	NA
QIAamp	Species	Mucor_nidicola	Cutadapt	SE	1	1	1	1295	0.911586653526679	0.911586653526679	229	229	NA	NA	NA	100	100	0	NA
QIAamp	Species	Mucor_nidicola	ITSxpress	PE	1	1	1	1291	1.8101768112284244	1.8101768112284244	177	177	NA	NA	NA	100	100	0	NA
QIAamp	Species	Mucor_nidicola	ITSxpress	SE	1	1	1	1292	1.808687861352596	1.808687861352596	174	174	NA	NA	NA	100	100	0	NA
QIAamp	Species	Neodidymella_thailandicum	Cutadapt	PE	1	1	1	3124	2.2068380898558915	2.2068380898558915	281	281	100	100	281	0	0	100	100
QIAamp	Species	Neodidymella_thailandicum	Cutadapt	SE	1	1	1	3214	2.2624243277488385	2.2624243277488385	228	228	100	100	228	0	0	100	100
QIAamp	Species	Neodidymella_thailandicum	ITSxpress	PE	1	1	1	3200	4.486882878335367	4.486882878335367	155	155	100	100	155	0	0	100	100
QIAamp	Species	Neodidymella_thailandicum	ITSxpress	SE	1	1	1	3204	4.485321910041577	4.485321910041577	155	155	100	100	155	0	0	100	100
QIAamp	Species	Ophiognomonia_asiatica	Cutadapt	SE	1	1	1	2358	1.6598620301281146	1.6598620301281146	228	228	NA	NA	NA	100	100	0	NA
QIAamp	Species	Ophiognomonia_g	Cutadapt	PE	1	1	1	2293	1.6198078553263633	1.6198078553263633	278	278	NA	NA	NA	0	100	0	NA
