DNA_kit	Paired	taxonomic_rank	taxon	detected_by_cutadapt	detected_by_itsxpress	taxon_method_set
Zymo	PE	Genus	Penicillium	TRUE	TRUE	Shared
Zymo	PE	Genus	Rhizoplaca	TRUE	TRUE	Shared
Zymo	PE	Genus	Saccharomyces	TRUE	TRUE	Shared
Zymo	PE	Genus	Tilletiopsis	TRUE	TRUE	Shared
Zymo	PE	Species	Ascomycota_p	TRUE	FALSE	Cutadapt only
Zymo	PE	Species	Cladosporium_angustisporum	FALSE	TRUE	ITSxpress only
Zymo	PE	Species	Cladosporium_colombiae	TRUE	FALSE	Cutadapt only
Zymo	PE	Species	Cutaneotrichosporon_debeurmannianum	TRUE	TRUE	Shared
Zymo	PE	Species	Debaryomyces_delbrueckii	TRUE	TRUE	Shared
Zymo	PE	Species	Didymellaceae_f	TRUE	FALSE	Cutadapt only
Zymo	PE	Species	Epicoccum_pimprinum	FALSE	TRUE	ITSxpress only
Zymo	PE	Species	Fungi_k	TRUE	FALSE	Cutadapt only
Zymo	PE	Species	Kazachstania_servazzii	TRUE	TRUE	Shared
Zymo	PE	Species	Lecanorales_o	TRUE	FALSE	Cutadapt only
Zymo	PE	Species	Lecanoromycetes_c	TRUE	FALSE	Cutadapt only
Zymo	PE	Species	Mucor_circinelloides	TRUE	TRUE	Shared
Zymo	PE	Species	Nigrospora_g	TRUE	TRUE	Shared
Zymo	PE	Species	Penicillium_brevicompactum	TRUE	FALSE	Cutadapt only
Zymo	PE	Species	Penicillium_patris-mei	FALSE	TRUE	ITSxpress only
Zymo	PE	Species	Rhizoplaca_novomexicana	TRUE	TRUE	Shared
Zymo	PE	Species	Saccharomyces_cerevisiae	TRUE	TRUE	Shared
Zymo	PE	Species	Tilletiopsis_washingtonensis	TRUE	TRUE	Shared
Zymo	SE	Genus	Ascomycota_p	TRUE	TRUE	Shared
Zymo	SE	Genus	Boeremia	TRUE	FALSE	Cutadapt only
Zymo	SE	Genus	Cladosporium	TRUE	TRUE	Shared
Zymo	SE	Genus	Cutaneotrichosporon	TRUE	TRUE	Shared
Zymo	SE	Genus	Debaryomyces	TRUE	TRUE	Shared
Zymo	SE	Genus	Epicoccum	FALSE	TRUE	ITSxpress only
Zymo	SE	Genus	Fungi_k	TRUE	FALSE	Cutadapt only
Zymo	SE	Genus	Kazachstania	TRUE	TRUE	Shared
Zymo	SE	Genus	Lecanorales_o	TRUE	FALSE	Cutadapt only
Zymo	SE	Genus	Lecanoromycetes_c	TRUE	FALSE	Cutadapt only
Zymo	SE	Genus	Mucor	TRUE	TRUE	Shared
Zymo	SE	Genus	Nigrospora	TRUE	TRUE	Shared
Zymo	SE	Genus	Penicillium	TRUE	TRUE	Shared
Zymo	SE	Genus	Rhizoplaca	TRUE	FALSE	Cutadapt only
Zymo	SE	Genus	Saccharomyces	TRUE	TRUE	Shared
Zymo	SE	Genus	Tilletiopsis	TRUE	TRUE	Shared
Zymo	SE	Species	Ascomycota_p	TRUE	TRUE	Shared
Zymo	SE	Species	Boeremia_lycopersici	TRUE	FALSE	Cutadapt only
Zymo	SE	Species	Cladosporium_angustisporum	TRUE	TRUE	Shared
Zymo	SE	Species	Cutaneotrichosporon_debeurmannianum	TRUE	TRUE	Shared
Zymo	SE	Species	Debaryomyces_delbrueckii	TRUE	TRUE	Shared
Zymo	SE	Species	Epicoccum_pimprinum	FALSE	TRUE	ITSxpress only
Zymo	SE	Species	Fungi_k	TRUE	FALSE	Cutadapt only
Zymo	SE	Species	Kazachstania_servazzii	TRUE	TRUE	Shared
Zymo	SE	Species	Lecanorales_o	TRUE	FALSE	Cutadapt only
Zymo	SE	Species	Lecanoromycetes_c	TRUE	FALSE	Cutadapt only
Zymo	SE	Species	Mucor_circinelloides	TRUE	TRUE	Shared
Zymo	SE	Species	Nigrospora_g	TRUE	TRUE	Shared
Zymo	SE	Species	Penicillium_patris-mei	TRUE	TRUE	Shared
Zymo	SE	Species	Rhizoplaca_novomexicana	TRUE	FALSE	Cutadapt only
Zymo	SE	Species	Saccharomyces_cerevisiae	TRUE	TRUE	Shared
Zymo	SE	Species	Tilletiopsis_washingtonensis	TRUE	TRUE	Shared
