run_id	sample_id	DNA_kit	replicate	matrix_type	pipeline	preprocess_method	read_strategy	taxonomy_method	BLAST	Paired	Trimm	Method	method_id	taxonomic_rank	taxon	count	total_reads	relative_abundance
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	STD	DNeasy	NA	stool	ITSdetector	Cutadapt	PE	UNITE	No_BLAST	PE	Cutadapt	Cutadapt_PE	UNITE__Cutadapt_PE	Genus	Mycoaciella	0	132705	0
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	STD	DNeasy	NA	stool	ITSdetector	Cutadapt	PE	UNITE	No_BLAST	PE	Cutadapt	Cutadapt_PE	UNITE__Cutadapt_PE	Genus	Nakaseomyces	0	132705	0
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	STD	DNeasy	NA	stool	ITSdetector	Cutadapt	PE	UNITE	No_BLAST	PE	Cutadapt	Cutadapt_PE	UNITE__Cutadapt_PE	Genus	Neodevriesiaceae_f	0	0	0
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	STD	DNeasy	NA	stool	ITSdetector	Cutadapt	PE	UNITE	No_BLAST	PE	Cutadapt	Cutadapt_PE	UNITE__Cutadapt_PE	Genus	Neodidymella	0	0	0
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	STD	DNeasy	NA	stool	ITSdetector	Cutadapt	PE	UNITE	No_BLAST	PE	Cutadapt	Cutadapt_PE	UNITE__Cutadapt_PE	Genus	Neosetophoma	0	132705	0
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	STD	DNeasy	NA	stool	ITSdetector	Cutadapt	PE	UNITE	No_BLAST	PE	Cutadapt	Cutadapt_PE	UNITE__Cutadapt_PE	Genus	Nigrospora	0	132705	0
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	STD	DNeasy	NA	stool	ITSdetector	Cutadapt	PE	UNITE	No_BLAST	PE	Cutadapt	Cutadapt_PE	UNITE__Cutadapt_PE	Genus	Ophiognomonia	0	132705	0
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	STD	DNeasy	NA	stool	ITSdetector	Cutadapt	PE	UNITE	No_BLAST	PE	Cutadapt	Cutadapt_PE	UNITE__Cutadapt_PE	Genus	Ophiosphaerella	0	132705	0
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	STD	DNeasy	NA	stool	ITSdetector	Cutadapt	PE	UNITE	No_BLAST	PE	Cutadapt	Cutadapt_PE	UNITE__Cutadapt_PE	Genus	Paragibellulopsis	0	132705	0
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	STD	DNeasy	NA	stool	ITSdetector	Cutadapt	PE	UNITE	No_BLAST	PE	Cutadapt	Cutadapt_PE	UNITE__Cutadapt_PE	Genus	Paraphoma	0	132705	0
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	STD	DNeasy	NA	stool	ITSdetector	Cutadapt	PE	UNITE	No_BLAST	PE	Cutadapt	Cutadapt_PE	UNITE__Cutadapt_PE	Genus	Parastagonospora	0	0	0
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	STD	DNeasy	NA	stool	ITSdetector	Cutadapt	PE	UNITE	No_BLAST	PE	Cutadapt	Cutadapt_PE	UNITE__Cutadapt_PE	Genus	Penicillium	2500	132705	0.01883877774010022
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	STD	DNeasy	NA	stool	ITSdetector	Cutadapt	PE	UNITE	No_BLAST	PE	Cutadapt	Cutadapt_PE	UNITE__Cutadapt_PE	Genus	Peniophoraceae_f	6039	132705	0.0455069515089861
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	STD	DNeasy	NA	stool	ITSdetector	Cutadapt	PE	UNITE	No_BLAST	PE	Cutadapt	Cutadapt_PE	UNITE__Cutadapt_PE	Genus	Peniophorella	0	132705	0
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	STD	DNeasy	NA	stool	ITSdetector	Cutadapt	PE	UNITE	No_BLAST	PE	Cutadapt	Cutadapt_PE	UNITE__Cutadapt_PE	Genus	Periconia	0	132705	0
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	STD	DNeasy	NA	stool	ITSdetector	Cutadapt	PE	UNITE	No_BLAST	PE	Cutadapt	Cutadapt_PE	UNITE__Cutadapt_PE	Genus	Phaeosphaeria	0	0	0
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	STD	DNeasy	NA	stool	ITSdetector	Cutadapt	PE	UNITE	No_BLAST	PE	Cutadapt	Cutadapt_PE	UNITE__Cutadapt_PE	Genus	Phaeosphaeriaceae_f	0	132705	0
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	STD	DNeasy	NA	stool	ITSdetector	Cutadapt	PE	UNITE	No_BLAST	PE	Cutadapt	Cutadapt_PE	UNITE__Cutadapt_PE	Genus	Phanerochaete	1811	132705	0.013646810594928602
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	STD	DNeasy	NA	stool	ITSdetector	Cutadapt	PE	UNITE	No_BLAST	PE	Cutadapt	Cutadapt_PE	UNITE__Cutadapt_PE	Genus	Phlebia	0	132705	0
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	STD	DNeasy	NA	stool	ITSdetector	Cutadapt	PE	UNITE	No_BLAST	PE	Cutadapt	Cutadapt_PE	UNITE__Cutadapt_PE	Genus	Phlebiopsis	1454	132705	0.010956633133642289
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	STD	DNeasy	NA	stool	ITSdetector	Cutadapt	PE	UNITE	No_BLAST	PE	Cutadapt	Cutadapt_PE	UNITE__Cutadapt_PE	Genus	Pichia	0	132705	0
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	STD	DNeasy	NA	stool	ITSdetector	Cutadapt	PE	UNITE	No_BLAST	PE	Cutadapt	Cutadapt_PE	UNITE__Cutadapt_PE	Genus	Plagiostoma	0	132705	0
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	STD	DNeasy	NA	stool	ITSdetector	Cutadapt	PE	UNITE	No_BLAST	PE	Cutadapt	Cutadapt_PE	UNITE__Cutadapt_PE	Genus	Pleosporales_o	1602	132705	0.012071888775856222
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	STD	DNeasy	NA	stool	ITSdetector	Cutadapt	PE	UNITE	No_BLAST	PE	Cutadapt	Cutadapt_PE	UNITE__Cutadapt_PE	Genus	Pleurotus	0	132705	0
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	STD	DNeasy	NA	stool	ITSdetector	Cutadapt	PE	UNITE	No_BLAST	PE	Cutadapt	Cutadapt_PE	UNITE__Cutadapt_PE	Genus	Pluteus	0	132705	0
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	STD	DNeasy	NA	stool	ITSdetector	Cutadapt	PE	UNITE	No_BLAST	PE	Cutadapt	Cutadapt_PE	UNITE__Cutadapt_PE	Genus	Polyporales_o	0	132705	0
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	STD	DNeasy	NA	stool	ITSdetector	Cutadapt	PE	UNITE	No_BLAST	PE	Cutadapt	Cutadapt_PE	UNITE__Cutadapt_PE	Genus	Ramularia	0	0	0
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	STD	DNeasy	NA	stool	ITSdetector	Cutadapt	PE	UNITE	No_BLAST	PE	Cutadapt	Cutadapt_PE	UNITE__Cutadapt_PE	Genus	Rhizoplaca	351	132705	0.002644964394710071
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	STD	DNeasy	NA	stool	ITSdetector	Cutadapt	PE	UNITE	No_BLAST	PE	Cutadapt	Cutadapt_PE	UNITE__Cutadapt_PE	Genus	Rhodotorula	0	132705	0
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	STD	DNeasy	NA	stool	ITSdetector	Cutadapt	PE	UNITE	No_BLAST	PE	Cutadapt	Cutadapt_PE	UNITE__Cutadapt_PE	Genus	Saccharomyces	0	132705	0
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	STD	DNeasy	NA	stool	ITSdetector	Cutadapt	PE	UNITE	No_BLAST	PE	Cutadapt	Cutadapt_PE	UNITE__Cutadapt_PE	Genus	Saccharomycetales_o	0	132705	0
